n,p,v,corpus
病院,から,向かう,TED
病院,へ,向かう,TED
救急車,に,乗る,TED
風船,から,抜ける,TED
空気,が,抜ける,TED
エネルギー,が,抜ける,TED
魂,が,諦める,TED
瞬間,に,なくなる,TED
此の世,を,去る,TED
午後,に,目覚め,TED
自分,が,生きる,TED
魂,が,諦める,TED
別れ,を,する,TED
宙吊り,に,なっ,TED
システム,から,入る,TED
体,が,拡大する,TED
ランプ,から,解放される,TED
海,を,滑る,TED
天国,を,見付ける,TED
天国,を,見付ける,TED
自分,を,押し込める,TED
中,に,押し込める,TED
天国,を,見付ける,TED
思い遣り,に,平安で思い遣り,TED
人々,で,満たされ皆,TED
場所,に,来られる,TED
こと,に,気付く,TED
其れ,が,なり,TED
力,に,なり,TED
手術,で,圧迫する,TED
中枢,を,圧迫する,TED
血栓,が,取り除かれる,TED
心,を,備える,TED
中,で,いたい,TED
力,が,あり,TED
此処,で,寄る事,TED
私,を,作り上げる,TED
分子,が,なっ,TED
一体,と,なっ,TED
こと,を,選ぶ,TED
者,が,ある,TED
中,に,ある,TED
さん,が,選ぶ,TED
どちら,を,選ぶ,TED
私達,が,生きる,TED
時間,を,生きる,TED
右脳,に,ある,TED
回路,で,生きる,TED
こと,を,選択する,TED
平和,が,広がる,TED
場所,に,なる,TED
講演,に,なり,TED
部,に,分ける,TED
操作,を,する,TED
技術,を,紹介する,TED
メディア,が,向かう,TED
書籍,に,なる,TED
画面,を,撮影する,TED
テレビ,に,合う,TED
問題,が,起きる,TED
環境,が,急変する,TED
前,に,座る,TED
画面,を,見る,TED
状況,が,変わる,TED
開発者,が,見る,TED
距離,で,見る,TED
画面,を,見る,TED
近く,に,見える,TED
画像,を,映す,TED
方法,が,ある,TED
情報,を,入力する,TED
話,を,する,TED
言い方,を,する,TED
ディスプレー,に,入力する,TED
画面,に,触る,TED
指,を,回す,TED
カーソル,が,動く,TED
端,に,付く,TED
ダイオード,が,付く,TED
装置,を,見る,TED
店,で,見る,TED
他,に,あるでしょうか,TED
指,を,使う,TED
指,を,持つ,TED
マウス,を,思い出す,TED
マウス,を,否定する,TED
中,に,付け加える,TED
マウス,を,探す,TED
動作,が,止まる,TED
マウス,を,見付ける,TED
必要,が,あり,TED
カーソル,を,探す,TED
位置,が,分かる,TED
カーソル,を,移動させる,TED
何,を,する,TED
ボタン,を,押す,TED
其れ,に,比べる,TED
段階,で,済む,TED
達,が,直面する,TED
利点,に,なり,TED
指,を,使う,TED
入力,に,使う,TED
指,を,使う,TED
問題点,が,あっ,TED
其れ,を,する,TED
仕様,と,する,TED
こと,が,あり,TED
問題点,と,いえるか,TED
パネル,に,あり,TED
問題,が,あり,TED
指,で,擦る,TED
画面,を,擦る,TED
点,を,描く,TED
ディスプレー,を,作る,TED
此れ,を,利用出来る,TED
指,で,触る,TED
時,に,伝える,TED
力,を,伝える,TED
画面,に,伝える,TED
ディスク,を,入れ替える,TED
例,を,紹介する,TED
画面,に,沿う,TED
奥,に,向かう,TED
方向,に,検知する,TED
圧力,を,検知する,TED
ディスプレー,で,入力する,TED
必要,に,応じる,TED
画面,を,押す,TED
前,に,作る,TED
部屋,を,移す,TED
時,に,壊す,TED
人,が,座る,TED
項目,が,表示される,TED
画面,に,表示される,TED
此処,で,表示される,TED
絨毯,に,置く,TED
ガラス,に,置く,TED
鉄床,に,触る,TED
上,を,飛びまわらせる,TED
何,が,できるか,TED
人,が,感じる,TED
特徴,を,感じる,TED
空母,を,区別する,TED
理由,で,投資する,TED
物,を,実現出来る,TED
物,を,生み出す,TED
例,を,紹介する,TED
技術,を,利用する,TED
書籍,を,作り出す,TED
目,に,する,TED
方向,に,伝える,TED
情報,を,伝える,TED
作品,を,作る,TED
終わり,を,練る,TED
映画,を,作成する,TED
映画,を,作る,TED
何,を,表現したいか,TED
部分,を,覆す,TED
そこ,で,触れる,TED
書籍,に,触れる,TED
物,が,集約される,TED
此処,に,集約される,TED
心,に,留める,TED
事,が,あり,TED
書籍,が,分かる,TED
自分,を,分かる,TED
コンピューター,で,読む,TED
情報,が,入る,TED
台詞,が,出る,TED
最後,に,出る,TED
最後,に,書く,TED
火,が,通るまで,TED
度,で,加熱する,TED
オーブン,を,開ける,TED
ランプ,が,消えるまで,TED
扉,を,開ける,TED
ペンギン,を,入れる,TED
中,に,入れる,TED
扉,を,閉める,TED
ランダムアクセス,を,利用する,TED
言い方,を,変える,TED
学校,で,質問される,TED
言い方,を,変える,TED
方法,を,考える,TED
学生,を,知る,TED
理解,に,合わせる,TED
手法,が,使う,TED
本,を,紹介する,TED
本,を,見る,TED
スポンサー,が,好まない,TED
本,を,好まない,TED
指,で,なぞる,TED
部位,が,強調される,TED
章,が,あれ,TED
文字,に,触れる,TED
装置,が,用意する,TED
ページ,を,用意する,TED
集,が,用意される,TED
語句,に,触れる,TED
定義,が,表示される,TED
絵,に,重なる,TED
用語集,が,用意される,TED
語句,が,表示される,TED
意味,が,分かる,TED
領域,に,表示される,TED
通り,に,修理する,TED
様子,が,表示される,TED
動画,で,表示される,TED
スライダー,で,調節出来る,TED
速度,を,調節出来る,TED
方向,を,変える,TED
全画面,で,表示する,TED
最初,に,戻す,TED
音声,と,同期する,TED
動画,が,同期する,TED
動画,が,再生される,TED
動画,に,合わせる,TED
文章,が,強調される,TED
セネガル,で,使う,TED
パソコン,を,使う,TED
機械,に,教える,TED
立場,が,逆転する,TED
思考,に,似る,TED
自体,を,教える,TED
話,が,あり,TED
箇国,で,実施する,TED
途上国,で,遣る,TED
知的障害,が,あっ,TED
字,が,読めず,TED
子,が,い,TED
コンピューター,が,あっ,TED
そこ,で,学習する,TED
言語,を,学習する,TED
達,が,見る,TED
部屋,に,立ち寄る,TED
装置,を,見る,TED
普段,から,いない,TED
実,に,分かる,TED
勢い,で,説明する,TED
所,を,見せる,TED
マニュアル,で,見付ける,TED
説明,を,見付ける,TED
コマンド,を,打ち込む,TED
室,に,行く,TED
校長,に,会う,TED
前,に,満足する,TED
階,に,行く,TED
子,が,説明する,TED
自分,で,見る,TED
マニュアル,を,見る,TED
字,が,読む,TED
皆,で,下りる,TED
階,に,下りる,TED
子,が,い,TED
字,が,読めるかい,TED
マニュアル,を,見る,TED
価値,が,あっ,TED
身,に,付く,TED
コンピューター,を,使う,TED
事,が,あり,TED
此処,に,あり,TED
子供,が,感じる,TED
価値,を,感じる,TED
此処,で,あり,TED
誤解,が,あり,TED
殆ど,が,信じる,TED
言葉,を,使い出す,TED
形,に,話す,TED
学校,で,読む,TED
こと,を,習う,TED
教室,に,座る,TED
授業,を,聞く,TED
必要,が,あり,TED
価値,が,あり,TED
相手,から,得る,TED
役,に,立つ,TED
後,で,立つ,TED
コンピューター,を,使う,TED
コマンド,を,入力する,TED
画面,に,打ち込む,TED
成果,が,あっ,TED
私達,が,受け持つ,TED
黒板,を,使う,TED
学習,を,する,TED
彼女,が,作る,TED
日,で,作る,TED
髪型,を,覚える,TED
髪型,を,決める,TED
日,で,作り上げる,TED
そこ,から,学習する,TED
事,を,学習する,TED
話,が,出来る,TED
例,を,紹介する,TED
此処,に,いる,TED
想像,が,付く,TED
私達,が,取り組む,TED
システム,を,実現する,TED
場所,に,いる,TED
現実,に,いる,TED
そば,に,いる,TED
人,を,信じ込ませる,TED
テレビ会議,を,させる,TED
誘い,に,乗る,TED
実際,に,なり,TED
達,と,なり,TED
知り合い,に,なり,TED
歴史,から,学ぶ,TED
顔,を,する,TED
スピローグ,に,掛ける,TED
電話,を,掛ける,TED
秘書,が,抱える,TED
頭部,を,抱える,TED
為,に,用意される,TED
テレビ,に,映し出される,TED
顔,と,見合わせる,TED
目,を,見合わせる,TED
概念,から,導かれる,TED
話,に,なり,TED
テーブル,に,座る,TED
席,を,立つ,TED
電話,に,出る,TED
トイレ,に,行く,TED
人,を,結び付ける,TED
現実,に,あり,TED
空席,を,指差す,TED
空席,が,意味する,TED
人,を,意味する,TED
テーブル,で,使用する,TED
対応,が,とれない,TED
自分,が,い,TED
人,が,いる,TED
樹脂,で,作る,TED
頭部,が,置かれる,TED
此れ,を,使う,TED
後方,から,投影する,TED
ディスプレー,で,立体成形される,TED
表面,が,立体成形される,TED
形,に,立体成形される,TED
写真,と,いわれる,TED
動き,を,検出する,TED
一緒,に,送信する,TED
位置,を,送信する,TED
軸,に,沿う,TED
私,が,話し始める,TED
左,を,向く,TED
人,と,話し始める,TED
右,に,いる,TED
頭部,が,する,TED
会話,を,する,TED
人,が,割り込む,TED
会話,に,割り込む,TED
頭部,が,振り返る,TED
此れ,で,構築出来る,TED
行動,を,サポートする,TED
共,に,サポートする,TED
組織,が,ある,TED
データ,から,作る,TED
モデル,を,作る,TED
こと,を,する,TED
専門,と,する,TED
アフリカ,で,進める,TED
支援,を,進める,TED
アフリカ,で,進める,TED
支援,を,進める,TED
副業,に,使う,TED
行動,を,理解する,TED
組織,が,存在する,TED
生活,を,送る,TED
南アフリカ,で,生まれる,TED
差別,に,反対する,TED
こと,で,投獄される,TED
両親,が,釈放される,TED
タンザニア,に,避難する,TED
国,で,満ちる,TED
希望,に,満ちる,TED
時代,を,過ごす,TED
外,で,遊ぶ,TED
友達,が,い,TED
とも,に,接する,TED
とも,に,接する,TED
其れ,から,引っ越し,TED
ロンドン,に,引っ越し,TED
高校,に,通う,TED
時,に,きする,TED
アフリカ,に,戻る,TED
南アフリカ,に,囲まれる,TED
国境,を,越える,TED
隣国,に,ある,TED
鉱山,で,働く,TED
中,で,働く,TED
村,を,訪れる,TED
私,を,迎える,TED
私,が,経験する,TED
私,が,経験する,TED
世界,を,結びつける為,TED
外,に,連れ出す,TED
こと,に,慣れる,TED
子供達,を,連れ出す,TED
外,に,連れ出す,TED
壁,に,向ける,TED
定規,を,立てる,TED
指,で,測る,TED
こと,を,期待する,TED
こと,を,する,TED
道,に,書く,TED
文字,を,書く,TED
気,に,障る,TED
何,を,する,TED
経験,が,あり,TED
鉱山,で,働く,TED
休暇,で,戻る,TED
家,に,戻る,TED
彼,と,座る,TED
時,に,言う,TED
一部,を,暗誦する,TED
此れ,に,似る,TED
経験,から,確信する,TED
子供達,が,いる,TED
こと,を,確信する,TED
才能,を,生かす,TED
チャンス,が,不足する,TED
才能,を,生かす,TED
チャンス,が,不足する,TED
状況,が,改善する,TED
イギリス,に,戻る,TED
前,に,横断する,TED
アフリカ,を,横断する,TED
体験,と,比べる,TED
灰色,で,落胆する,TED
ケンブリッジ,に,戻る,TED
物理学,に,没頭する,TED
本当,に,驚くべし,TED
私達,が,知る,TED
一行,で,表す,TED
表現,に,なり,TED
パラメーター,が,含まれる,TED
データ,に,合わせる,TED
必要,が,あり,TED
理論,が,完成する,TED
我々,が,知る所,TED
全て,を,集約する,TED
表現,と,なっ,TED
問題,が,ある,TED
全て,を,記述する,TED
本質,を,説明する,TED
疑問,が,残る,TED
先生,が,表現する,TED
疑問,を,表現する,TED
連絡,を,取り合う,TED
連絡,を,取り合う,TED
本当,に,知りたい,TED
私達,が,避ける,TED
生,を,得る,TED
状態,で,出現する,TED
問題,に,取り組む,TED
等,と,取り組む,TED
現象,を,説明出来る,TED
理論,を,探し始める,TED
立場,を,取る,TED
理論,から,示唆される,TED
枠組み,で,説明する,TED
値,が,予想出来る,TED
こと,を,期待される,TED
此処,で,見る,TED
アイデア,を,する,TED
図,に,する,TED
物,を,見る,TED
場所,を,取る,TED
次元,が,あり,TED
中,に,あり,TED
次元,が,あり,TED
私達,が,知る,TED
次元,に,いる,TED
つ,に,住む,TED
所,に,あり,TED
世界,が,あり,TED
距離,を,隔てる,TED
宇宙,を,考える,TED
私達,が,知る,TED
法則,を,説明出来る,TED
考え方,に,持つ,TED
興味,を,持つ,TED
世界,が,衝突する,TED
問題,が,湧く,TED
世界,が,衝突する,TED
ビッグバン,と,似る,TED
振る舞い,を,起こす,TED
理論,で,説明される,TED
点,で,起きる,TED
点,から,生じる,TED
密度,を,持つ,TED
方程式,を,適用する,TED
瞬間,に,起きる,TED
こと,を,記述する,TED
広範囲,で,起こる,TED
空間,を,満たす,TED
全体,を,記述出来る,TED
方程式,で,記述出来る,TED
可能性,が,あり,TED
一言,で,纏める,TED
アイデア,を,検証する,TED
其れ,が,見付ける,TED
結果,と,矛盾しない,TED
こと,を,見付ける,TED
結果,と,矛盾しない,TED
こと,を,見付ける,TED
先,に,説明する,TED
違い,を,検証する,TED
方法,が,存在する,TED
重力波,を,含む,TED
図,で,ご覧頂く,TED
可能性,が,あり,TED
宇宙,に,住む,TED
可能性,が,あり,TED
過去,に,あり,TED
可能性,が,あり,TED
宇宙,に,住む,TED
モデル,を,構築する,TED
宇宙,を,鑑賞する,TED
整合性,を,精査する,TED
モデル,に,ある,TED
誤り,が,ある,TED
本当,に,ある,TED
誤り,が,ある,TED
自分自身,を,信じ込ませる,TED
間違い,を,見付ける,TED
世界,を,理解する,TED
物,と,期待する,TED
キャリア,を,積む,TED
内面,で,悩む,TED
常,に,悩む,TED
代,に,発展する,TED
私達,が,期待する,TED
戦争,に,さいなまれる,TED
ウェブサイト,で,表現される,TED
数量,を,する,TED
面積,に,する,TED
面積,を,占める,TED
GDP,を,表す,TED
国々,が,独立する,TED
変化,が,起きる,TED
世界中,で,起きる,TED
隅,に,置かれる,TED
変化,が,起きる,TED
世界中,で,起きる,TED
隅,に,置かれる,TED
面積,に,比例する,TED
件数,で,リードする,TED
世界,を,リードする,TED
死亡,が,あり,TED
達,が,亡くなる,TED
達,が,亡くなる,TED
教育,を,受ける,TED
アフリカ,で,語られる,TED
アフリカ,を,自立させる,TED
年,に,起きる,TED
とも,に,選ばれる,TED
国会議員,に,選ばれる,TED
夫婦,で,なっ,TED
議員,に,なっ,TED
休暇,を,取る,TED
両親,に,会う,TED
技術者,が,不足する,TED
こと,が,分かる,TED
モデル,を,構築する,TED
数学,を,扱えない,TED
現代,で,遣る,TED
アイデア,が,あり,TED
大学,を,立ち上げる,TED
全土,から,募集する,TED
学生,を,募集する,TED
世界中,から,招く,TED
講師,を,招く,TED
機会,を,与える,TED
こと,に,援助する,TED
私,を,援助する,TED
講義,を,する,TED
機会,が,与えられる,TED
達,を,集める,TED
全土,から,集める,TED
一緒,に,過ごさせ　,TED
講師,が,来る,TED
火花,が,散る,TED
近く,に,ある,TED
ホテル,を,購入する,TED
代,に,作られる,TED
ホテル,を,購入する,TED
ドル,で,購入する,TED
こと,に,決める,TED
大学,を,始める,TED
ホテル,で,始める,TED
そこ,で,起きる,TED
スタッフ,を,集める,TED
こと,が,あり,TED
インターネット,が,普及する,TED
成功,を,求める,TED
参加,を,欲する,TED
アインシュタイン,に,なりたい,TED
aims,が,オープンする,TED
話,が,伝えられる,TED
応募,が,あり,TED
aims,を,学ぶ,TED
大学,を,作り上げる,TED
為,に,存在するか,TED
必要,が,あり,TED
教育,が,出来る,TED
問題,を,解決する,TED
グループ,で,協力する,TED
こと,を,重視する,TED
能力,を,発見する,TED
学年,が,上がる,TED
目的,と,しない,TED
全員,が,生活する,TED
ホテル,で,生活する,TED
時,から,開かれる,TED
ゼミ,が,開かれる,TED
コンピュータラボ,を,離れる,TED
領域,を,重視する,TED
アフリカ,で,働く,TED
活動,を,する,TED
会議,に,招待される,TED
働き,を,する,TED
経歴,を,築く,TED
月,に,卒業する,TED
人,が,する,TED
何,を,する,TED
此処,に,示される,TED
大学院,に,進学する,TED
場所,で,進む,TED
博士課程,に,進む,TED
学生,を,教育する,TED
欧州,で,教育する,TED
一人,を,教育する,TED
費用,で,教育する,TED
存在,が,なる,TED
源,と,なる,TED
国々,を,色付けする,TED
上,で,色付けする,TED
こと,で,示す,TED
進歩,を,示す,TED
黄色,に,なっ,TED
応募,が,あっ,TED
在校生,が,おる,TED
卒業生,が,い,TED
卒業生,を,出す,TED
国,を,する,TED
緑色,に,する,TED
目標,を,設定する,TED
目標,に,向かう,TED
aims,に,来る,TED
ビデオ,が,あり,TED
学位,を,持つ,TED
aims,に,入学する,TED
こと,を,カバーする,TED
aims,に,来る,TED
何,を,する,TED
本人,に,紹介する,TED
aims,を,卒業する,TED
南アフリカ,に,南アフリカ,TED
ケープタウン大学,で,進む,TED
修士課程,に,進む,TED
オランダ,に,移る,TED
そこ,で,い,TED
博士課程,に,い,TED
研究,を,する,TED
専門家,と,取る,TED
コミュニケーション,を,取る,TED
此処,に,来る,TED
北部,に,ある,TED
大学,に,入学する,TED
研究,を,続ける,TED
こと,を,希望する,TED
ケンブリッジ,に,来する,TED
博士課程,を,終了する,TED
人,と,撮る,TED
ビデオ,を,撮る,TED
そこ,から,立てる,TED
予測,を,立てる,TED
此れ,を,比較する,TED
グラフ,と,比較する,TED
こと,で,立てる,TED
予測,を,立てる,TED
全部,で,参加する,TED
国,から,参加する,TED
TED,に,関する,TED
こと,を,お話しする,TED
パーティー,が,あり,TED
パーティー,が,あり,TED
パーティー,が,あり,TED
人,が,い,TED
中,に,いる,TED
ダルフール,から,来する,TED
国,で,起きる,TED
勉強,を,続けたい,TED
中央アフリカ共和国,で,卒業する,TED
数学科,を,卒業する,TED
中央アフリカ共和国,で,卒業する,TED
数学科,を,卒業する,TED
aims,に,い,TED
ウィッシュ,に,戻す,TED
話,を,戻す,TED
アインシュタイン,が,現れる,TED
アフリカ,から,現れる,TED
発掘,を,目指す,TED
人,に,励ます,TED
勇気,を,与えたい,TED
人,に,励ます,TED
勇気,を,与えたい,TED
アフリカ,を,助ける,TED
必要,と,なる,TED
知識,を,獲得する,TED
aims,で,経験する,TED
アフリカ,から,生まれる,TED
ペイジ,に,なり,TED
効果,が,実証される,TED
此れ,を,増やす,TED
必要,が,あり,TED
年間,に,立ち上げたい,TED
全土,で,立ち上げたい,TED
センター,を,立ち上げたい,TED
其々,が,なり,TED
全土,を,カバーする,TED
組織,に,なり,TED
分野,に,特化する,TED
科学,を,使う,TED
問題,を,克服したい,TED
aims,で,実現する,TED
要素,を,追加したい,TED
カリキュラム,に,追加したい,TED
知識,を,加えたい,TED
互い,に,連携する,TED
組織,と,なり,TED
ネットワーク,を,構築する,TED
為,に,働く,TED
各地,を,訪れる,TED
地,を,探す,TED
私達,が,選ぶ,TED
チーム,が,あり,TED
講師,が,訪れたい,TED
計画,に,熱中する,TED
国,に,置きたい,TED
センター,を,置きたい,TED
月,に,開かれる,TED
会議,が,開かれる,TED
モンバサ,で,開かれる,TED
立ち上げ,を,支援する,TED
計画,が,提案される,TED
支援,を,得る,TED
計画,を,実行する,TED
拠点,で,なり,TED
必要,と,なり,TED
計画,を,リードする,TED
役割,を,期待される,TED
計画,を,支援する,TED
必要,が,あり,TED
aims,が,成功する,TED
手法,を,諦める,TED
目的,に,かなう,TED
コスト,が,かからず,TED
品質,を,求める,TED
アフリカ,が,なっ,TED
最後,に,言わせる,TED
問題,を,解決出来る,TED
創造性,を,解放する,TED
こと,で,作られる,TED
未来,に,作られる,TED
歩,が,作られる,TED
共,に,寄与する,TED
科学,に,できない,TED
レベル,で,寄与する,TED
エミー,に,感謝する,TED
此処,に,いるなんて,TED
どちら,が,眠れない,TED
こと,を,する,TED
名前,で,する,TED
私達,が,する,TED
こと,を,出来るか,TED
ブルックリン,に,住む,TED
本,を,仕上げる,TED
活動,を,する,TED
スロープ,に,住む,TED
人,に,比べる,TED
教師,に,囲まれる,TED
教師,に,なり,TED
大学,を,出る,TED
教職,に,就く,TED
皆,が,言う,TED
私,が,知る,TED
達,が,直面する,TED
課題,に,直面する,TED
苦労,を,する,TED
学校,で,教える,TED
達,を,落第させない,TED
英語,を,使う,TED
事情,が,あり,TED
話,を,する,TED
人数,が,いる,TED
時間,を,かける,TED
専門知識,を,持つ,TED
達,と,向き合う,TED
人,が,要る,TED
時間,を,増やす,TED
コピー,を,作らない,TED
そこ,から,始まる,TED
話,が,始まる,TED
話,を,する,TED
こと,を,考える,TED
時間,が,あっ,TED
興味,が,あっ,TED
英語,に,持ちたい,TED
興味,を,持ちたい,TED
主義,を,熟成する,TED
人生,を,見通す,TED
関心,を,持つ,TED
関心,が,あっ,TED
コミュニティー,を,繋ぐ,TED
物,が,あり,TED
年,に,出す,TED
雑誌,を,出す,TED
オフィス,で,出す,TED
場所,を,共有する,TED
センター,と,共有する,TED
人,が,遣る,TED
事務所,に,遣る,TED
表側,を,する,TED
放課後,に,遣る,TED
子供達,が,出来る,TED
宿題,を,手伝う,TED
境界,が,なくなる,TED
仕事,を,すすめる,TED
達,が,流れ込む,TED
手,を,休める,TED
後,で,仕事する,TED
子供達,に,与える,TED
そこ,で,借りる,TED
場所,を,借りる,TED
全て,を,要約する,TED
此れ,を,理解する,TED
真ん中,に,立つ,TED
場所,を,借りる,TED
家主,に,言われる,TED
点,を,除く,TED
商業地域,に,属する,TED
何,を,売るべきか,TED
天井,に,付く,TED
蛍光灯,が,付く,TED
其れ,を,取り除く,TED
梁,が,出る,TED
中,に,言う,TED
周り,を,見回す,TED
皆,が,大笑い,TED
用品,を,売る,TED
手作り,で,合わせる,TED
御客様,に,合わせる,TED
眼帯,を,陳列する,TED
宝,に,突き込む,TED
生徒,が,突き込む,TED
手,を,突き込む,TED
目玉,を,無くす,TED
所,に,出る,TED
掲示,が,出る,TED
掲示,を,読む,TED
隙,に,引っ張る,TED
後ろ,で,引っ張る,TED
ロープ,を,引っ張る,TED
頭,に,落とす,TED
物,を,用意しない,TED
モップ,に,する,TED
センター,が,あっ,TED
事務所,で,する,TED
皆,が,する,TED
編集,を,する,TED
子供達,が,入る,TED
場所,を,整える,TED
コンピューター,を,用意する,TED
オークション,に,行く,TED
4,を,競り落とす,TED
準備,を,整える,TED
皆,で,待つ,TED
近隣,で,する,TED
物書き,を,する,TED
皆,で,待つ,TED
時半,に,なっ,TED
歩道,に,出す,TED
看板,を,出す,TED
一団,が,入る,TED
気,に,入る,TED
テーブル,に,座る,TED
皆,で,待つ,TED
危惧,が,出る,TED
裏,で,運営する,TED
こと,を,結び付ける,TED
女性,に,する,TED
御願い,を,する,TED
サンフランシスコ,で,従事する,TED
教育,に,従事する,TED
メキシコシティー,で,教える,TED
全て,を,経験する,TED
全て,を,知る,TED
繋がり,が,あり,TED
こと,を,決める,TED
ディレクター,を,引き受ける,TED
彼女,が,働き掛ける,TED
生徒,に,働き掛ける,TED
成果,を,上げる,TED
年間,に,受ける,TED
マンツーマン,で,受ける,TED
指導,を,受ける,TED
英語,を,使う,TED
席,が,置く,TED
オークション,で,買う,TED
指導,を,受ける,TED
子供,を,見る,TED
子供,で,なり,TED
時半,に,通る,TED
此処,から,通る,TED
以内,を,通る,TED
リュック,を,背負う,TED
子供,が,追い越す,TED
此処,を,目掛ける,TED
方,に,ある,TED
違い,が,ある,TED
バレンシア,に,行く,TED
出版社,が,あり,TED
インターン,が,並べる,TED
机,で,並べる,TED
肩,を,並べる,TED
コンピューター,で,する,TED
実際,に,する,TED
仕事,を,する,TED
我々,が,呼ぶ,TED
物,が,出来る,TED
小説,に,取り組む,TED
高校生,と,勉強する,TED
一緒,に,勉強する,TED
活動,に,取り組む,TED
皆,で,取り組む,TED
大人,を,見る,TED
手本,に,する,TED
分野,で,仕事する,TED
身,を,乗り出す,TED
互い,に,発生する,TED
遣り取り,が,発生する,TED
物,が,あり,TED
マクスイーニ,で,働く,TED
子供,が,来る,TED
子供達,が,出される,TED
宿題,を,出される,TED
日,に,受ける,TED
指導,を,受ける,TED
宿題,を,終わらせる,TED
其れ,から,帰る,TED
家,に,帰る,TED
意味,が,あり,TED
前,で,する,TED
宿題,を,する,TED
手,が,止まる,TED
家族,と,過ごす,TED
こと,を,する,TED
表,で,遊ぶ,TED
家庭,が,出来る,TED
世界,に,なり,TED
ボランティア,で,開始する,TED
人,に,なり,TED
ボランティア,が,乗る,TED
名簿,に,乗る,TED
時間,を,並ぶ,TED
生徒,と,並ぶ,TED
横,に,座る,TED
耳,を,傾ける,TED
自分,を,表現する,TED
物,に,当てる,TED
スポットライト,を,当てる,TED
経験,で,変化する,TED
グループ,が,なっ,TED
其れ,から,考える,TED
場所,を,使う,TED
其れ,で,する,TED
授業,を,する,TED
皆,で,作る,TED
本,を,作る,TED
学習,を,する,TED
内容,を,タイプする,TED
クラス,に,向けるだけ,TED
カメラ,を,向けるだけ,TED
等,が,作る,TED
本,が,あり,TED
大人,が,タイプする,TED
後ろ,で,タイプする,TED
此れ,を,タイプする,TED
大人,が,受け止める,TED
指導員,が,要る,TED
時,に,撮る,TED
私達,が,仕事する,TED
一緒,に,仕事する,TED
何,を,すべきか,TED
考え,で,のぞむ,TED
授業,に,のぞむ,TED
役,に,立てるか,TED
うち,に,もらえないか,TED
学校,に,来る,TED
親,が,行く,TED
近所,に,住む,TED
理由,で,来れない,TED
そこ,で,遣る,TED
名簿,に,乗る,TED
人,が,乗る,TED
御願い,が,あっ,TED
此れ,を,伝える,TED
指導員,に,伝える,TED
何,を,する,TED
先生,に,聞く,TED
教師,が,ガイドする,TED
教室,で,つとめる,TED
指導員,を,つとめる,TED
生徒,と,活動する,TED
こと,を,言われる,TED
教室,を,貸す,TED
此れ,が,飾り付ける,TED
部屋,で,飾り付ける,TED
脇,に,あっ,TED
全員,と,活動する,TED
知事,が,連載する,TED
両方,で,連載する,TED
コラム,を,連載する,TED
アレンデ,から,来する,TED
手紙,が,来する,TED
高校生,に,つくらせる,TED
本,を,つくらせる,TED
そこ,で,ある,TED
一緒,に,活動する,TED
高校,に,行く,TED
課題,に,取り組む,TED
達,と,取り組む,TED
仕上がり,に,なり,TED
手,に,入る,TED
作業中,で,出す,TED
本,を,出す,TED
物,を,作る,TED
棚,に,置かれる,TED
こと,を,否定しない,TED
考え,を,尊重する,TED
こと,が,分かる,TED
レベル,に,到達する,TED
レベル,で,書く,TED
他,に,置く,TED
どこ,に,置く,TED
御店,で,売る,TED
店,に,起きる,TED
異変,が,起きる,TED
冗談,で,始める,TED
御店,から,上がる,TED
利益,が,上がる,TED
家賃,が,払う,TED
お客さん,が,来る,TED
お金,が,稼ぐ,TED
家賃,を,払う,TED
給料,を,払えるくらい,TED
方,に,あり,TED
海図,が,あり,TED
御店,が,なり,TED
入り口,と,なり,TED
説明,を,する,TED
鎖,が,引かれる,TED
向こう,に,受ける,TED
指導,を,受ける,TED
達,が,見える,TED
実習,を,する,TED
買い物,を,始める,TED
人,が,参加する,TED
人,が,来する,TED
階,に,ある,TED
近所,に,溶け込む,TED
役,に,たつ,TED
達,が,言う,TED
場所,を,作る,TED
物書き,と,協力する,TED
もと,に,始める,TED
形,に,始める,TED
念頭,に,開く,TED
用品店,を,開く,TED
ヒーロー,が,する,TED
入用,と,する,TED
物,を,集める,TED
一同,に,集める,TED
店,が,オープンする,TED
消耗品,を,取り揃える,TED
使い方,を,する,TED
悪漢,を,収監する,TED
子供,が,入れる,TED
此処,に,入れる,TED
オフィス,が,あっ,TED
此処,に,仕舞う,TED
エレベーター,で,上がる,TED
御客,に,暗唱する,TED
誓い,を,暗唱する,TED
御客,に,命じる,TED
妨げ,に,なっ,TED
胸,に,当てる,TED
手,を,当てる,TED
ホボケン,に,住む,TED
ボニー,に,成りすましたい,TED
時,に,知るべし,TED
こと,を,記す,TED
様子,を,確かめられる,TED
時,に,絡まる,TED
マント,が,絡まる,TED
手,が,並ぶ,TED
途中,に,あり,TED
センター,に,なっ,TED
お金,で,作る,TED
人,が,作る,TED
此処,を,訪ねる,TED
仕事,を,してるね,TED
時間,を,表示する,TED
耳,を,傾ける,TED
作品,に,捧げる,TED
全力,を,捧げる,TED
可能性,に,はめない,TED
枠,を,はめない,TED
店,を,歩く,TED
スイッチ,が,なり,TED
中,で,なり,TED
オン,に,なり,TED
鉛筆,を,使う,TED
テーブル,で,並べる,TED
肩,を,並べる,TED
物,を,読む,TED
ボクシング,を,する,TED
スペース,で,する,TED
前,で,する,TED
声,で,する,TED
朗読,を,する,TED
そこ,に,来る,TED
