n,p,v,corpus
付属語,を,含む,自然言語処理
連語,に,対応する,自然言語処理
付与,を,行う,自然言語処理
前,に,行う,自然言語処理
元,に,行う,自然言語処理
検索,を,行う,自然言語処理
単位,に,展開する,自然言語処理
情報,で,対応する,自然言語処理
単語,と,異なる,自然言語処理
検索,を,行う,自然言語処理
単位,に,展開する,自然言語処理
語内,で,保持する,自然言語処理
場合,が,ある,自然言語処理
現象,に,対処する,自然言語処理
処理,を,策定する,自然言語処理
ルール,を,定める,自然言語処理
同定,を,行う,自然言語処理
判断,に,基づく,自然言語処理
こと,を,踏まえる,自然言語処理
同定,を,行う,自然言語処理
判断,で,行う,自然言語処理
こと,と,する,自然言語処理
判断,に,迷う,自然言語処理
複数人,で,相談する,自然言語処理
複数人,で,相談する,自然言語処理
名詞,を,抽出する,自然言語処理
最初,に,抽出する,自然言語処理
利点,に,着目する,自然言語処理
処理,を,行わない,自然言語処理
同義語,を,置き換える,自然言語処理
同義語,を,得る,自然言語処理
同義語,が,得られる,自然言語処理
同義語,を,絞り込む,自然言語処理
前処理,を,行う,自然言語処理
名詞,を,構成する,自然言語処理
中,で,省略される,自然言語処理
意味,が,変化しない,自然言語処理
物,が,省略される,自然言語処理
節,で,述べる,自然言語処理
種類,と,異なる,自然言語処理
前処理,を,行わない,自然言語処理
同義語,が,得られない,自然言語処理
纏まり,を,する,自然言語処理
単位,と,する,自然言語処理
情報,に,基づく,自然言語処理
こと,で,行う,自然言語処理
要約,を,行う,自然言語処理
成果,を,上げる,自然言語処理
要約,が,考えられる,自然言語処理
画面,に,表示される,自然言語処理
対応,を,入れる,自然言語処理
考慮,に,入れる,自然言語処理
性,を,保つ,自然言語処理
対策,が,講じられる,自然言語処理
芋蔓式,に,採用する,自然言語処理
一貫性,を,高める,自然言語処理
編集,を,行う,自然言語処理
必要,が,あるなど,自然言語処理
同時,に,報告される,自然言語処理
テキスト,から,抜き出す,自然言語処理
情報,を,抜き出す,自然言語処理
研究,が,注目される,自然言語処理
領域,が,限定される,自然言語処理
領域,を,限定する,自然言語処理
情報,が,与えられる,自然言語処理
パターン,を,分類する,自然言語処理
下,で,起きるか,自然言語処理
変化,が,起きるか,自然言語処理
パターン,を,作成する,自然言語処理
表現,を,生成する,自然言語処理
辞書,に,登録する,自然言語処理
テキスト,に,表れる,自然言語処理
一口,に,言う,自然言語処理
表現,と,言う,自然言語処理
言葉,を,発する,自然言語処理
キャラクター,が,違う,自然言語処理
表現,を,分類する,自然言語処理
違い,を,捉える,自然言語処理
意味,が,ある,自然言語処理
発話,に,現れる,自然言語処理
パターン,を,調べる,自然言語処理
こと,で,捉える,自然言語処理
特徴,を,捉える,自然言語処理
表現,を,使用する,自然言語処理
セリフ,に,付与出来る,自然言語処理
コーパス,で,使用される,自然言語処理
体系,と,なる,自然言語処理
解析,を,行う,自然言語処理
辞書,に,記載される,自然言語処理
情報,を,組み合わせる,自然言語処理
物,を,使用する,自然言語処理
動詞,を,形成する,自然言語処理
品詞,が,割り当てられる,自然言語処理
我々,が,使用する,自然言語処理
動詞,に,続く,自然言語処理
こと,が,残る,自然言語処理
人間,が,見る,自然言語処理
情報,を,使う,自然言語処理
分類,と,区別する,自然言語処理
性質,を,持つ,自然言語処理
現時点,で,する,自然言語処理
名詞句,と,する,自然言語処理
分類,が,変化する,自然言語処理
研究,で,用いる,自然言語処理
2,を,満たす,自然言語処理
共,に,満たす,自然言語処理
要素,と,なる,自然言語処理
パターン,を,共有する,自然言語処理
組み合わせ,が,出現する,自然言語処理
2,を,満たす,自然言語処理
共,に,満たす,自然言語処理
パターン,が,ある,自然言語処理
処理,を,行う,自然言語処理
文中,で,共通する,自然言語処理
コロケーション,を,抽出する,自然言語処理
性質,に,起因する,自然言語処理
情報,が,なる,自然言語処理
必要,と,なる,自然言語処理
情報,が,なる,自然言語処理
必要,と,なる,自然言語処理
要素,が,存在する,自然言語処理
関係,に,相当する,自然言語処理
働き,を,呼ぶ,自然言語処理
格,と,呼ぶ,自然言語処理
表,を,算出する,自然言語処理
データ,を,用いる,自然言語処理
評価,を,行う,自然言語処理
テキスト,を,する,自然言語処理
対象,と,する,自然言語処理
評価,を,行う,自然言語処理
目視,に,よる,自然言語処理
手間,が,かかり過ぎる,自然言語処理
こと,を,恐れる,自然言語処理
情報,が,用意出来る,自然言語処理
形,で,用意出来る,自然言語処理
其れ,を,利用する,自然言語処理
全般,を,代表する,自然言語処理
評価,が,なる,自然言語処理
材料,と,する,自然言語処理
実験,を,進める,自然言語処理
関係,を,調べる,自然言語処理
意味,を,変える,自然言語処理
こと,が,知られる,自然言語処理
此れ,に,着目する,自然言語処理
段階,に,分ける,自然言語処理
検討,を,行う,自然言語処理
前節,で,定義する,自然言語処理
類似度,を,用いる,自然言語処理
選抜,を,行う,自然言語処理
平均,を,用いる,自然言語処理
類似度,を,用いる,自然言語処理
候補,を,篩い落とす,自然言語処理
こと,に,置く,自然言語処理
主眼,を,置く,自然言語処理
平均,を,計算する,自然言語処理
物,が,ある,自然言語処理
平均,を,用いる,自然言語処理
文,が,持つ,自然言語処理
構造,を,持つ,自然言語処理
性,が,ある,自然言語処理
機能,を,持つ,自然言語処理
機能,を,持つ,自然言語処理
後ろ,に,来る,自然言語処理
渡辺,を,含める,自然言語処理
研究,を,総括する,自然言語処理
構造,に,纏める,自然言語処理
指標,で,捉える事,自然言語処理
位置,に,現れる,自然言語処理
傾向,が,ある,自然言語処理
終助詞,で,見る,自然言語処理
実験,で,用いる,自然言語処理
関係,に,ある,自然言語処理
対,を,導く,自然言語処理
共,に,導く,自然言語処理
候補,を,フィルタリングする,自然言語処理
スコア,で,フィルタリングする,自然言語処理
場合,で,比較する,自然言語処理
率,を,比較する,自然言語処理
事例,を,残す,自然言語処理
此れ,と,比較する,自然言語処理
事例,から,計算する,自然言語処理
率,を,計算する,自然言語処理
結果,を,比較する,自然言語処理
手法,に,組み込む,自然言語処理
フィルタリング,を,組み込む,自然言語処理
こと,で,改善出来る,自然言語処理
性能,を,改善出来る,自然言語処理
こと,を,示唆する,自然言語処理
PCFG,を,自動獲得する,自然言語処理
コーパス,から,自動獲得する,自然言語処理
獲得,に,利用される,自然言語処理
形態素,に,割り当てられる,自然言語処理
品詞,が,割り当てられる,自然言語処理
木,が,与えられる,自然言語処理
物,が,ある,自然言語処理
コーパス,から,行われる,自然言語処理
手法,を,用いる,自然言語処理
為,に,設ける,自然言語処理
定義,に,従う,自然言語処理
オーガニゼーション,と,するべきかなど,自然言語処理
タグ,を,付与する,自然言語処理
性質,を,学習する,自然言語処理
物,を,分類する,自然言語処理
タグ,に,分類する,自然言語処理
選択,に,用いる,自然言語処理
学習,を,用いる,自然言語処理
比較,を,行う,自然言語処理
分,が,なる,自然言語処理
最大,と,なる,自然言語処理
素性,が,選択される,自然言語処理
集合,が,分割される,自然言語処理
集合,に,分割される,自然言語処理
素性,を,考慮する,自然言語処理
同時,に,考慮する,自然言語処理
選択,が,行われる,自然言語処理
素性,が,なる,自然言語処理
組,に,なる,自然言語処理
推定,に,なる,自然言語処理
有効性,が,過小評価される,自然言語処理
恐れ,が,ある,自然言語処理
語義,を,利用する,自然言語処理
画像,が,得られる,自然言語処理
可能性,が,ある,自然言語処理
全体,で,出現する,自然言語処理
語義,を,する,自然言語処理
語義,と,する,自然言語処理
画像,が,得られる,自然言語処理
対象外,と,する,自然言語処理
rp,に,含まれる,自然言語処理
情報,を,保存する,自然言語処理
rpd,を,削除する,自然言語処理
代名詞,が,参照する,自然言語処理
名詞,を,参照する,自然言語処理
場合,に,起きる,自然言語処理
問題,が,起きる,自然言語処理
こと,を,指摘する,自然言語処理
モジュール,に,渡す,自然言語処理
必要,が,ある,自然言語処理
間,で,同期する,自然言語処理
記号,を,同期する,自然言語処理
並び替え,を,行う,自然言語処理
同時,に,行う,自然言語処理
規則,から,成り立つ,自然言語処理
方法,で,学習する,自然言語処理
対応,を,学習する,自然言語処理
言語,へ,行う,自然言語処理
同時,に,行う,自然言語処理
翻訳,を,行う,自然言語処理
候補,を,反映させるかなど,自然言語処理
スコア,に,反映させるかなど,自然言語処理
必要,が,ある,自然言語処理
語順,が,似通う,自然言語処理
並び替え,が,発生しない,自然言語処理
並び替え,を,行わない,自然言語処理
精度,と,なる,自然言語処理
距離,に,応じる,自然言語処理
ペナルティー,を,与える,自然言語処理
精度,と,なる,自然言語処理
英語,を,加える,自然言語処理
存在,が,与える,自然言語処理
悪影響,を,与える,自然言語処理
拡張,を,行う,自然言語処理
mscfg,に,着目する,自然言語処理
議論,を,行う,自然言語処理
2,に,示す,自然言語処理
関係,を,示す,自然言語処理
スコア,を,獲得する,自然言語処理
翻訳,と,一致する,自然言語処理
スコア,を,獲得する,自然言語処理
訓練データ,から,推定する,自然言語処理
訳語,を,推定する,自然言語処理
統制,が,とれる,自然言語処理
ドメイン,に,合致する,自然言語処理
語彙,を,用いる,自然言語処理
問題,と,なる,自然言語処理
ルール,に,当て嵌まる,自然言語処理
問題,と,なり得ない,自然言語処理
全体,で,通る,自然言語処理
意味,が,通る,自然言語処理
翻訳,と,なる,自然言語処理
人間,が,与える,自然言語処理
スコア,を,与える,自然言語処理
率,に,基づく,自然言語処理
スコア,を,決定する,自然言語処理
翻訳,と,一致する,自然言語処理
スコア,を,与える,自然言語処理
システム,に,与える,自然言語処理
スコア,を,与える,自然言語処理
性能,を,見積もる,自然言語処理
相関,が,低下する,自然言語処理
殆ど,が,限定する,自然言語処理
対象,を,限定する,自然言語処理
名詞,に,準ずる,自然言語処理
列,に,限定する,自然言語処理
対象,と,なる,自然言語処理
名詞,が,占める,自然言語処理
大半,を,占める,自然言語処理
語句,と,言う,自然言語処理
語句,と,なり得る,自然言語処理
対象,と,なり難い,自然言語処理
名詞,に,準ずる,自然言語処理
語句,を,する,自然言語処理
対象,と,する,自然言語処理
こと,で,取得する,自然言語処理
対象,と,する,自然言語処理
品詞,を,限定する,自然言語処理
こと,で,削減される,自然言語処理
ルール,が,削減される,自然言語処理
軽減,に,繋がる,自然言語処理
利点,が,ある,自然言語処理
ベースライン,に,追加する,自然言語処理
解析,を,追加する,自然言語処理
変化,が,見られない,自然言語処理
問題,が,関係する,自然言語処理
事実,が,確認出来る,自然言語処理
人物,が,罹る,自然言語処理
疾患,に,罹る,自然言語処理
場合,が,挙げられる,自然言語処理
鼻水,が,出る,自然言語処理
事実,を,解析する,自然言語処理
向上,が,望めない,自然言語処理
会話,を,用いる,自然言語処理
訓練,に,用いる,自然言語処理
発話,と,なる,自然言語処理
発話,と,なる,自然言語処理
影響,を,除く,自然言語処理
こと,を,意図する,自然言語処理
記号,を,挿入する,自然言語処理
記号,を,挿入する,自然言語処理
境界,と,見なす,自然言語処理
応答,が,行われる,自然言語処理
関係,を,示す,自然言語処理
左側,に,示す,自然言語処理
カード,が,利用される,自然言語処理
カード,が,利用される,自然言語処理
カード,で,カバーされる,自然言語処理
対象,と,なる,自然言語処理
記事,を,収集する,自然言語処理
コーパス,を,用いる,自然言語処理
収集,を,行う,自然言語処理
情報,に,着目する,自然言語処理
とも,に,する,自然言語処理
物,と,する,自然言語処理
共有,を,図る,自然言語処理
実験,を,する,自然言語処理
テスト,と,する,自然言語処理
対象,と,なる,自然言語処理
中,に,含めない,自然言語処理
同義,と,判断できない,自然言語処理
述部,を,認識する,自然言語処理
述部,を,判別する,自然言語処理
値,を,出す,自然言語処理
経過,を,表す,自然言語処理
手法,で,行われる,自然言語処理
理由,が,ある,自然言語処理
識別,に,利く,自然言語処理
素性,が,利く,自然言語処理
文,が,表す,自然言語処理
単語,を,使う,自然言語処理
意味,を,定義する,自然言語処理
傾向,が,ある,自然言語処理
単語,を,使う,自然言語処理
視野,に,入れる,自然言語処理
重点,を,置く,自然言語処理
此れ,を,獲得するか,自然言語処理
システム,を,構築する,自然言語処理
ポイント,と,なる,自然言語処理
はじめ,に,計算する,自然言語処理
距離,を,計算する,自然言語処理
対応,を,求める,自然言語処理
結果,から,得られる,自然言語処理
上,で,なる,自然言語処理
不一致,と,なる,自然言語処理
ニュース,を,使う,自然言語処理
実験,を,行う,自然言語処理
有効性,を,検証する,自然言語処理
実験,を,行う,自然言語処理
誤り,が,存在する,自然言語処理
誤り,を,確認修正する,自然言語処理
人手,で,確認修正する,自然言語処理
どこ,に,存在するか,自然言語処理
誤り,が,存在するか,自然言語処理
タグ,を,チェックする,自然言語処理
必要,が,ある,自然言語処理
タグ,を,確認する,自然言語処理
人手,で,行う,自然言語処理
修正,を,行う,自然言語処理
文書,に,埋め込む,自然言語処理
形式,で,エクスポートする,自然言語処理
bccwj,を,構成する,自然言語処理
データベース,から,出力される,自然言語処理
テーブル,を,結合する,自然言語処理
内部,で,生成する,自然言語処理
こと,が,保証される,自然言語処理
流れ,を,辿る,自然言語処理
タグテーブル,を,参照する,自然言語処理
テーブル,で,管理する,自然言語処理
元,に,再構成する,自然言語処理
タグ,を,再構成する,自然言語処理
此れ,を,纏める,自然言語処理
種類,に,纏める,自然言語処理
コード,と,なる,自然言語処理
体系,と,なる,自然言語処理
実際,に,用いられる,自然言語処理
日本,で,用いられる,自然言語処理
c,を,埋める,自然言語処理
c,を,埋める,自然言語処理
組み合わせ,が,なる,自然言語処理
確率,を,表す,自然言語処理
尺度,と,なる,自然言語処理
V,が,共起する,自然言語処理
常,に,共起する,自然言語処理
値,を,取る,自然言語処理
e,を,検証する,自然言語処理
差,を,算出する,自然言語処理
関係,を,調査する,自然言語処理
方,が,共起する,自然言語処理
頻度,に,共起する,自然言語処理
方,が,なる,自然言語処理
値,と,なる,自然言語処理
割合,が,なる,自然言語処理
雨,が,降る,自然言語処理
自転車,に,乗れない,自然言語処理
選択,を,表現できない,自然言語処理
こと,を,知る,自然言語処理
常識,で,知る,自然言語処理
言葉,に,表れる,自然言語処理
意味,を,理解出来る,自然言語処理
限界,が,ある,自然言語処理
心理状態,を,記述する,自然言語処理
文,に,記述する,自然言語処理
事項,を,活用する,自然言語処理
意図,を,汲み取る,自然言語処理
常識,を,収集する,自然言語処理
内容,に,ある,自然言語処理
不足,が,ある,自然言語処理
質問,を,する,自然言語処理
方法,が,考えられる,自然言語処理
判断,を,下す,自然言語処理
理由,を,明記する,自然言語処理
被験者,に,求める,自然言語処理
必要,が,ある,自然言語処理
整合,が,とれる,自然言語処理
お金,が,掛かる,自然言語処理
場合,が,ある,自然言語処理
時,に,明記させる,自然言語処理
不足,を,指摘する,自然言語処理
必要,が,ある,自然言語処理
派生語,が,ある,自然言語処理
語幹,に,接続する,自然言語処理
語尾,が,接続する,自然言語処理
語幹,から,構成される,自然言語処理
語幹,から,構成される,自然言語処理
語幹,から,構成される,自然言語処理
名詞,が,ある,自然言語処理
物,が,ある,自然言語処理
内部構造,を,解析する,自然言語処理
規則,を,適用する,自然言語処理
解析,を,行う,自然言語処理
必要,が,ある,自然言語処理
派生語,を,登録する,自然言語処理
解析,を,行う,自然言語処理
形容詞,が,ある,自然言語処理
名詞,に,接続する,自然言語処理
語尾,を,除く,自然言語処理
変化,で,用いる,自然言語処理
関数,を,定式化する,自然言語処理
訳語,を,結合する,自然言語処理
候補,が,生成される,自然言語処理
訳語,に,基づく,自然言語処理
此れ,を,呼ぶ,自然言語処理
スコア,と,呼ぶ,自然言語処理
候補,が,生起する,自然言語処理
コーパス,に,生起する,自然言語処理
頻度,に,基づく,自然言語処理
此れ,を,呼ぶ,自然言語処理
スコア,と,呼ぶ,自然言語処理
積,で,定義する,自然言語処理
スコア,を,定義する,自然言語処理
スコア,に,用いる,自然言語処理
長,を,考慮する,自然言語処理
スコア,を,用いる,自然言語処理
頻度,に,基づく,自然言語処理
スコア,を,用いる,自然言語処理
関数,を,提案する,自然言語処理
確率,に,基づく,自然言語処理
関数,と,比較する,自然言語処理
尺度,を,用いるか,自然言語処理
枝刈り,に,使うか,自然言語処理
スコア,を,使うか,自然言語処理
全体,を,用いるか,自然言語処理
コーパス,を,用いるか,自然言語処理
設定,を,変化させる,自然言語処理
関数,を,定義する,自然言語処理
相関,を,評価する,自然言語処理
性質,を,学習する,自然言語処理
引き,を,する,自然言語処理
時,に,引かれない,自然言語処理
方法,を,取る,自然言語処理
辞書,が,充実する,自然言語処理
情報,を,反映出来る,自然言語処理
辞書,に,依存し過ぎる,自然言語処理
モデル,から,選択する,自然言語処理
モデル,を,選択する,自然言語処理
モデル,を,用いる,自然言語処理
2,で,行う,自然言語処理
モデル,を,用いる,自然言語処理
実験,を,行う,自然言語処理
前節,で,得られる,自然言語処理
精度,が,得られる,自然言語処理
1,を,用いる,自然言語処理
データ,で,なる,自然言語処理
値,と,なる,自然言語処理
0,に,設定する,自然言語処理
性,を,考慮する,自然言語処理
手法,を,提案する,自然言語処理
性,を,仮定できない,自然言語処理
仮,に,対応する,自然言語処理
文,が,対応する,自然言語処理
文,と,対応する,自然言語処理
スコア,を,設定する,自然言語処理
問題,を,解く,自然言語処理
文,が,対応する,自然言語処理
文,と,対応する,自然言語処理
繋がり,を,無視する,自然言語処理
付け,を,行う,自然言語処理
付け,が,行えない,自然言語処理
アラインメント,を,定式化する,自然言語処理
和,が,なる,自然言語処理
最大,と,なる,自然言語処理
∅,と,なる,自然言語処理
こと,を,言う,自然言語処理
集合,を,求める,自然言語処理
分割,と,なる,自然言語処理
集合,を,選択する,自然言語処理
アラインメント,を,求める,自然言語処理
用語,と,考える,自然言語処理
肝臓癌,に,限定する,自然言語処理
一部,を,示す,自然言語処理
腫,が,多発する,自然言語処理
名詞,と,考える,自然言語処理
欧米化,と,関係する,自然言語処理
3,に,入れるべし,自然言語処理
値,を,確定する,自然言語処理
一度,に,確定する,自然言語処理
発話,を,引き起こす,自然言語処理
値,を,確定する,自然言語処理
方,が,働く,自然言語処理
率,が,近付く,自然言語処理
1,に,近付く,自然言語処理
法,より,低下する,自然言語処理
効率,が,低下する,自然言語処理
値,を,確定する,自然言語処理
2,が,取る,自然言語処理
値,を,確定する,自然言語処理
常,に,確定する,自然言語処理
戦略,を,取る,自然言語処理
一度,に,確定する,自然言語処理
値,を,確定する,自然言語処理
毎,に,異なる,自然言語処理
プラン,を,用意する,自然言語処理
率,に,応じる,自然言語処理
プラン,を,選択する,自然言語処理
値,を,確定する,自然言語処理
一度,に,確定する,自然言語処理
プラン,を,選択する,自然言語処理
結合,を,上回る,自然言語処理
法,を,上回る,自然言語処理
文数,を,決定する,自然言語処理
テスト,を,繰り返す,自然言語処理
回,に,固定される,自然言語処理
法,が,優れる,自然言語処理
フィルタリング,より,優れる,自然言語処理
制約,が,記述される,自然言語処理
制約,に,対応する,自然言語処理
構造,に,反映させる,自然言語処理
動作主,を,参照する,自然言語処理
者,を,参照する,自然言語処理
全て,に,置き換わる,自然言語処理
表現,で,指定する,自然言語処理
文字列,を,指定する,自然言語処理
文字列,が,なる,自然言語処理
文字列,と,なる,自然言語処理
可能性,が,ある,自然言語処理
対象,と,なる,自然言語処理
列長,を,制限する,自然言語処理
照合,を,行う,自然言語処理
列長,を,制限する,自然言語処理
利用者,が,設定する,自然言語処理
文字,が,なる,自然言語処理
範囲,と,なる,自然言語処理
照合,が,成功する,自然言語処理
1,に,示す,自然言語処理
例,で,説明する,自然言語処理
研究,で,提案する,自然言語処理
文書,を,表す,自然言語処理
関係,で,表す,自然言語処理
木,で,表現する,自然言語処理
関係,を,表現する,自然言語処理
文,が,表現される,自然言語処理
関係,に,基づく,自然言語処理
木,で,表現される,自然言語処理
関係,を,表現する,自然言語処理
ノード,を,する,自然言語処理
木,と,する,自然言語処理
木,を,構築する,自然言語処理
木,を,刈り込む,自然言語処理
生成,を,定式化する,自然言語処理
木,と,なる,自然言語処理
木,と,なる,自然言語処理
ノード,を,含む,自然言語処理
木,が,抽出される,自然言語処理
こと,に,注意されたい,自然言語処理
圧縮,を,組み込む,自然言語処理
要約,に,組み込む,自然言語処理
木,が,選択される,自然言語処理
要約,に,含める,自然言語処理
こと,を,考える,自然言語処理
制約,が,なる,自然言語処理
妨げ,と,なる,自然言語処理
可能性,が,ある,自然言語処理
付き,に,限らない,自然言語処理
木,を,抽出する,自然言語処理
親,を,設定出来る,自然言語処理
単語,に,設定出来る,自然言語処理
拡張,を,加える,自然言語処理
プロジェクション,を,用いる,自然言語処理
モデル,を,構築する,自然言語処理
MEDLINE,を,利用する,自然言語処理
実験,を,行う,自然言語処理
こと,を,示す,自然言語処理
内容,を,表す,自然言語処理
利用,を,提案する,自然言語処理
内容,が,似る,自然言語処理
ベクトル,を,得る,自然言語処理
集合,を,クラスタリングする,自然言語処理
アルゴリズム,を,用いる,自然言語処理
同時,に,得る,自然言語処理
ベクトル,を,用いる,自然言語処理
プロジェクション,で,用いる,自然言語処理
ベクトル,を,用いる,自然言語処理
性能,と,比較する,自然言語処理
性能,が,改善される,自然言語処理
こと,を,示す,自然言語処理
ベクトル,を,利用する,自然言語処理
有効性,を,示す,自然言語処理
作者,が,記す,自然言語処理
表現,に,着目する,自然言語処理
主題,を,仮定する,自然言語処理
其れ,が,連続する,自然言語処理
文,を,纏める,自然言語処理
こと,で,作成する,自然言語処理
ブロック,を,作成する,自然言語処理
連続,で,作成する,自然言語処理
ブロック,を,作成する,自然言語処理
ブロック,が,作られる,自然言語処理
箇所,が,過分割される,自然言語処理
可能性,が,ある,自然言語処理
此れ,を,防ぐ,自然言語処理
幅,を,設定する,自然言語処理
連続,を,見る,自然言語処理
幅,を,する,自然言語処理
文,と,する,自然言語処理
文,を,挟む,自然言語処理
間,に,挟む,自然言語処理
主題,を,持つ,自然言語処理
ブロック,に,属する,自然言語処理
論文,で,する,自然言語処理
対象,と,する,自然言語処理
2,が,結ばれる,自然言語処理
構造,を,持つ,自然言語処理
表現,を,言い替える,自然言語処理
其れ,に,言い替える,自然言語処理
動詞,を,含む,自然言語処理
各文,を,短縮する,自然言語処理
対象,と,される,自然言語処理
全て,を,削除する,自然言語処理
対象,を,同定できない,自然言語処理
読み手,が,同定できない,自然言語処理
場合,が,ある,自然言語処理
其れ,を,言い替える,自然言語処理
表現,に,言い替える,自然言語処理
対象,を,限定する,自然言語処理
字数,を,削減する,自然言語処理
意味,を,持ち得る,自然言語処理
言い替え,が,される,自然言語処理
曖昧性,が,増す,自然言語処理
場合,が,ある,自然言語処理
フレーム,を,用意する,自然言語処理
側,で,管理する,自然言語処理
解釈,が,ある,自然言語処理
アノテータ,が,判断する,自然言語処理
此れ,に,マークする,自然言語処理
格,を,割り当てる,自然言語処理
関係,を,記述する,自然言語処理
仮,に,判断する,自然言語処理
他動詞,と,判断する,自然言語処理
格,と,なる,自然言語処理
こと,を,知る,自然言語処理
評価,が,行う,自然言語処理
単語,を,ソートする,自然言語処理
意味,で,ソートする,自然言語処理
付け,を,行う,自然言語処理
必要,が,ある,自然言語処理
表,が,立つ,自然言語処理
役,に,立つ,自然言語処理
単語,を,整理する,自然言語処理
意味,に,基づく,自然言語処理
数字,が,付与される,自然言語処理
番号,を,与えられる,自然言語処理
構造,を,示す,自然言語処理
桁,で,表現される,自然言語処理
桁,で,表現される,自然言語処理
名詞,を,含める,自然言語処理
情報,を,利用する,自然言語処理
名詞,を,含む,自然言語処理
向上,を,目指したい,自然言語処理
距離,を,用いる,自然言語処理
データ,を,選ぶ,自然言語処理
データ,に,追加する,自然言語処理
能動学習,を,提案する,自然言語処理
一気,に,アノテート出来る,自然言語処理
部分,を,追加する,自然言語処理
学習,に,追加する,自然言語処理
能動学習,を,行う,自然言語処理
こと,が,考えられる,自然言語処理
章,で,述べる,自然言語処理
規則,を,処理する,自然言語処理
処理,を,行う,自然言語処理
箇所,で,行う,自然言語処理
処理,が,適用される,自然言語処理
場合,が,ある,自然言語処理
処理,を,適用する,自然言語処理
条件,を,満たす,自然言語処理
箇所,が,該当する,自然言語処理
其れ,に,該当する,自然言語処理
処理,を,施す,自然言語処理
箇所,で,ある,自然言語処理
間違い,が,ある,自然言語処理
接尾辞,が,なるか,自然言語処理
母音,を,含む,自然言語処理
物,に,なるか,自然言語処理
母音,を,含む,自然言語処理
物,に,なるか,自然言語処理
毎,に,異なる,自然言語処理
動詞,に,含まれる,自然言語処理
有無,で,決定する,自然言語処理
接尾辞,を,決定する,自然言語処理
接尾辞,を,選択できない,自然言語処理
名詞,を,含む,自然言語処理
内,から,引き出す,自然言語処理
情報,を,引き出す,自然言語処理
変化,を,伴う,自然言語処理
名詞,を,含む,自然言語処理
訳語,を,比較する,自然言語処理
比較,が,なる,自然言語処理
名詞,を,抽出する,自然言語処理
内容,を,記述する,自然言語処理
内容,が,記述される,自然言語処理
どれ,を,するか,自然言語処理
正解,と,するか,自然言語処理
物,から,記述される,自然言語処理
先,に,記述される,自然言語処理
物,を,する,自然言語処理
正解,と,する,自然言語処理
情報,を,用いる,自然言語処理
結果,が,異なる,自然言語処理
正解,と,異なる,自然言語処理
勤務先,で,従事する,自然言語処理
仕事,に,従事する,自然言語処理
勤務先,で,従事する,自然言語処理
仕事,に,従事する,自然言語処理
順,に,決定するなり,自然言語処理
ルール,が,適用される,自然言語処理
作業,が,優先される,自然言語処理
他,より,優先される,自然言語処理
性,を,持つ,自然言語処理
一部,を,変更する,自然言語処理
意味,を,担う,自然言語処理
見出し,に,対応出来る,自然言語処理
点,が,挙げられる,自然言語処理
家,が,潰れる,自然言語処理
形,を,構成する,自然言語処理
両手,を,付け合わせる,自然言語処理
中央,で,付け合わせる,自然言語処理
仕草,で,表現する,自然言語処理
左手,で,構成する,自然言語処理
手話,を,構成する,自然言語処理
右手,で,提示する,自然言語処理
手話,を,提示する,自然言語処理
同時,に,提示する,自然言語処理
こと,で,表現される,自然言語処理
空間,に,格納される,自然言語処理
データ,から,得られる,自然言語処理
データ,から,得られる,自然言語処理
空間,に,ある,自然言語処理
互い,に,欠落する,自然言語処理
素性,を,補完する,自然言語処理
精度,が,向上する,自然言語処理
空間,を,介する,自然言語処理
素性,が,作用する,自然言語処理
ドメイン,に,適合する,自然言語処理
重み,に,調整される,自然言語処理
結果,に,及ぼす,自然言語処理
影響,を,確認する,自然言語処理
部分,を,含む,自然言語処理
全体,を,翻訳する,自然言語処理
理解度,を,評価する,自然言語処理
其れ,に,相当する,自然言語処理
レベル,を,与える,自然言語処理
文,に,与える,自然言語処理
名,で,行う,自然言語処理
レベル,を,示す,自然言語処理
以下,に,示す,自然言語処理
率,を,評価する,自然言語処理
過程,で,失敗する,自然言語処理
処理,が,失敗する,自然言語処理
結果,が,出ない,自然言語処理
時,に,相当する,自然言語処理
右下,に,示される,自然言語処理
後手,を,区別する,自然言語処理
有無,に,対応する,自然言語処理
持ち駒,を,記述する,自然言語処理
個数,に,対応する,自然言語処理
素性,を,用いる,自然言語処理
誤り,を,避ける,自然言語処理
誤り,を,検出する,自然言語処理
方法,が,提案される,自然言語処理
手法,を,採用する,自然言語処理
複合語,を,構成する,自然言語処理
隣,に,来得る,自然言語処理
問題点,が,ある,自然言語処理
表現,が,指す,自然言語処理
表現,を,指す,自然言語処理
機能,を,言う,自然言語処理
詞,と,言う,自然言語処理
位置,に,出現する,自然言語処理
詞,が,省略される,自然言語処理
要素,を,言う,自然言語処理
名詞,と,言う,自然言語処理
関係,と,なる,自然言語処理
場合,を,呼ぶ,自然言語処理
照応,と,呼ぶ,自然言語処理
関係,を,分類する,自然言語処理
位置,で,分類する,自然言語処理
種類,に,分類する,自然言語処理
詞,が,出現する,自然言語処理
文内,に,出現する,自然言語処理
場合,を,呼ぶ,自然言語処理
照応,と,呼ぶ,自然言語処理
詞,が,出現する,自然言語処理
文,に,出現する,自然言語処理
場合,を,呼ぶ,自然言語処理
照応,と,呼ぶ,自然言語処理
格,が,省略される,自然言語処理
関係,に,ある,自然言語処理
詞,が,出現しない,自然言語処理
内,に,出現しない,自然言語処理
場合,を,呼ぶ,自然言語処理
