n,p,v,corpus
ノード,を,作る,jnlp
必要,が,ある,jnlp
リスト,に,含まれる,jnlp
異形,を,収録する,jnlp
人,が,作業者,jnlp
実験,を,行う,jnlp
表現,に,左右されず,jnlp
意図,を,表現する,jnlp
タグ,を,付与する,jnlp
中,に,含まれる,jnlp
文,が,含まれる,jnlp
文,に,付ける,jnlp
タグ,を,付ける,jnlp
毎,に,付与する,jnlp
意図,が,含まれる,jnlp
構造,を,考慮する,jnlp
毎,に,付与する,jnlp
タグ,を,決定する,jnlp
つ,に,決定する,jnlp
観点,が,異なる,jnlp
場合,を,考慮する,jnlp
違い,が,ある,jnlp
テキスト,を,持ち寄る,jnlp
作業者,が,持ち寄る,jnlp
体,で,示される,jnlp
意図,を,する,jnlp
タグ,と,する,jnlp
全員,が,記述する,jnlp
タグ,と,する,jnlp
タグ,を,用意する,jnlp
説明,を,記述する,jnlp
1,に,上げる,jnlp
素性,に,相当する,jnlp
とも,に,増やす,jnlp
実験,に,用いる,jnlp
結果,を,修正する,jnlp
こと,に,起因する,jnlp
評価,に,働く,jnlp
最後,が,終わる,jnlp
中,に,ある,jnlp
揺れ,が,ある,jnlp
学習,に,ならない,jnlp
全体,を,通す,jnlp
例,が,ある,jnlp
問題,を,解決する,jnlp
研究,が,行なわれる,jnlp
必要,が,ある,jnlp
モデル,を,用いる,jnlp
方法,が,考えられる,jnlp
モデル,を,用いる,jnlp
確率,を,再推定する,jnlp
部分,に,欠く,jnlp
一貫性,を,欠く,jnlp
物,が,ある,jnlp
方法,を,試す,jnlp
解析,と,平行する,jnlp
仮説,が,生成される,jnlp
仮説,が,生成される,jnlp
仮説,に,与える,jnlp
尤度,を,与える,jnlp
必要,が,ある,jnlp
発話,に,含まれる,jnlp
パターン,を,用いる,jnlp
確率,に,基づく,jnlp
コーパス,が,なる,jnlp
必要,と,なる,jnlp
コーパス,を,準備する,jnlp
サイト,に,掲載される,jnlp
人手,で,検証する,jnlp
情報,と,判別される,jnlp
以下,に,示す,jnlp
例,を,示す,jnlp
過去,に,認識される,jnlp
人々,に,与える,jnlp
悪影響,を,与える,jnlp
可能性,が,ある,jnlp
動向,を,監視する,jnlp
必要,が,ある,jnlp
影響,を,調べる,jnlp
数,を,変える,jnlp
手法,が,異なる,jnlp
モデル,と,異なる,jnlp
エンコーダー,に,使用する,jnlp
モデル,を,使用する,jnlp
デコーダー,を,構成する,jnlp
ゲート,を,含む,jnlp
LSTM,を,使用する,jnlp
学習,を,避ける,jnlp
器,を,使用する,jnlp
8,で,固定する,jnlp
長,に,基づく,jnlp
学習,を,行う,jnlp
小文字,を,考慮しない,jnlp
bleu,を,使用する,jnlp
学習,が,行う,jnlp
毎,に,行う,jnlp
計算,を,行う,jnlp
文中,に,存在する,jnlp
未知語,が,存在する,jnlp
こと,を,推定する,jnlp
計算対象,に,含める,jnlp
unk,を,取り除く,jnlp
こと,を,注記する,jnlp
述語,に,加える,jnlp
格,と,なるガ/ヲ/,jnlp
格,を,付与する,jnlp
事態,を,表す,jnlp
名詞,と,判断する,jnlp
格,を,付与する,jnlp
文,で,出現する,jnlp
事,を,表す,jnlp
もの,を,表す,jnlp
状況,で,認定する,jnlp
名詞,と,認定する,jnlp
確率,を,加える,jnlp
意図,に,注目する,jnlp
分類,を,する,jnlp
目的,と,する,jnlp
文献,が,ある,jnlp
グラム,を,する,jnlp
素性,と,する,jnlp
実験,を,行う,jnlp
分類,が,行う,jnlp
結果,から,発見する,jnlp
分類,に,発見する,jnlp
表現,を,発見する,jnlp
こと,が,報告される,jnlp
文,が,表すか,jnlp
意図,を,表すか,jnlp
素性,と,する,jnlp
svm,を,適用する,jnlp
率,を,示す,jnlp
こと,が,報告される,jnlp
カテゴリー,に,リンクする,jnlp
大文字,で,表される,jnlp
基準,を,用いる前置詞AT,jnlp
以外,に,含む,jnlp
単語,を,除く,jnlp
単語,に,限る,jnlp
名詞,と,見なす,jnlp
頭文字,を,する,jnlp
アルファベット,と,する,jnlp
下位,に,IS,jnlp
単語,を,持つ,jnlp
規則,を,適用する,jnlp
名,を,用いる,jnlp
木,を,示す,jnlp
モデル,を,定義する,jnlp
テキスト,を,検索する,jnlp
展開,を,行う,jnlp
インデックス,を,作成する,jnlp
格助詞,が,省略される,jnlp
結果,を,出力する,jnlp
方針,で,行う,jnlp
記述,を,行う,jnlp
基,に,判断する,jnlp
感情,を,判断する,jnlp
知識,が,登録される,jnlp
連想,を,行う,jnlp
知識,を,拡張する,jnlp
範囲,で,拡張する,jnlp
表現,に,対応する,jnlp
等,から,自動構築される,jnlp
間,に,ある,jnlp
関連性,を,評価する,jnlp
等,を,合わせる,jnlp
メカニズム,と,呼ぶ,jnlp
名詞,が,持つ,jnlp
特徴,を,抽出する,jnlp
メカニズム,を,用いる,jnlp
処理,を,行う,jnlp
例,が,ある,jnlp
乳母,に,懐く,jnlp
節,で,述べる,jnlp
立場,から,評価される,jnlp
結果,と,認識する,jnlp
文,で,言いたい,jnlp
話し手,が,する,jnlp
状態,が,記述され且つ,jnlp
主節,で,記述され且つ,jnlp
主語,が,一致する,jnlp
2,を,見る,jnlp
自分自身,が,なる,jnlp
動作,を,する,jnlp
こと,が,なる,jnlp
理由,に,なる,jnlp
自分自身,を,評価する,jnlp
感情,を,持つ,jnlp
其れ,を,評価する,jnlp
文,が,認識する,jnlp
視点,から,認識する,jnlp
因果性,を,認識する,jnlp
絵本,を,する,jnlp
対象,と,する,jnlp
効率化,を,進める,jnlp
統合,を,含む,jnlp
類,に,属する,jnlp
全て,を,する,jnlp
対象,と,する,jnlp
スコア,を,計算する,jnlp
方法,で,計算する,jnlp
考察,に,従う,jnlp
位置,に,現れる,jnlp
対象,に,"考える
",jnlp
抽出法,を,"考える
",jnlp
人,が,判断する,jnlp
関連性,を,判断する,jnlp
判断基準,と,なる,jnlp
度,と,利用する,jnlp
重み,を,利用する,jnlp
こと,で,評価する,jnlp
関連性,を,評価する,jnlp
判断,が,行えない,jnlp
こと,が,分かる,jnlp
人,が,判断する,jnlp
間,に,ある,jnlp
関連,が,ある,jnlp
共,に,使われる,jnlp
頻度,が,使われる,jnlp
単語,と,使われる,jnlp
そこ,で,入れる,jnlp
対,で,出現する,jnlp
関連,が,ある,jnlp
こと,を,入れる,jnlp
考慮,に,入れる,jnlp
実験,で,する,jnlp
対象,と,する,jnlp
候補,が,ある,jnlp
誤り,が,起こる,jnlp
中,に,含まれる,jnlp
誤り,が,含まれる,jnlp
文,が,なる,jnlp
化,を,行なわない,jnlp
3,に,示す,jnlp
条件,を,考える,jnlp
1,に,示す,jnlp
誤り,を,含む,jnlp
一部,に,含む,jnlp
そこ,から,取り出す,jnlp
情報,を,取り出す,jnlp
問題,に,対処する,jnlp
概念,が,提案される,jnlp
間,に,存在する,jnlp
境界,が,存在する,jnlp
確率,が,付与される,jnlp
確率,が,計算される,jnlp
結果,を,用いる,jnlp
言語モデル,が,構築出来る,jnlp
こと,が,確認される,jnlp
優位性,が,示される,jnlp
項目,を,重視するか,jnlp
特徴,と,なる,jnlp
計算量,を,削減する,jnlp
こと,に,置く,jnlp
主眼,を,置く,jnlp
実現,を,する,jnlp
目標,と,する,jnlp
一部,と,照合する,jnlp
シード,を,利用する,jnlp
一定,と,なる,jnlp
言語,と,比べる,jnlp
変化,が,見られる,jnlp
数,が,越える,jnlp
100000,を,越える,jnlp
一定,と,なる,jnlp
順番,を,入れ替える,jnlp
一定,と,なる,jnlp
後,で,変化する,jnlp
単語,が,出現する,jnlp
仮定,が,ある,jnlp
背後,に,ある,jnlp
性,が,崩れる,jnlp
値,が,変わらず,jnlp
一定,と,なる,jnlp
値,と,比べる,jnlp
値,に,出る,jnlp
差,が,出る,jnlp
結果,と,なる,jnlp
等,で,付与される,jnlp
コード,が,付与される,jnlp
コード,を,利用する,jnlp
ISIC,を,付与する,jnlp
右列,に,追加する,jnlp
isco,を,希望する,jnlp
列,に,希望する,jnlp
ISIC,を,希望する,jnlp
列,に,入力する,jnlp
産業コード,を,入力する,jnlp
節,で,述べる,jnlp
コード,を,利用する,jnlp
処理,を,行う,jnlp
平均値,を,示す,jnlp
相関,と,言えるほど,jnlp
こと,に,加える,jnlp
評価対象,と,なる,jnlp
割合,が,増す,jnlp
自然言語処理,を,進める,jnlp
器,を,する,jnlp
はじめ,と,する,jnlp
間,で,認識される,jnlp
器,と,構文解析器,jnlp
恩恵,に,預かる,jnlp
アンカー,に,共通する,jnlp
性質,を,利用する,jnlp
目的,を,達成する,jnlp
一固まり,で,指示する,jnlp
表現,に,着目する,jnlp
交代,を,上げる,jnlp
例,に,上げる,jnlp
格,に,対応する,jnlp
制限,が,出現する,jnlp
エントリー,を,生成する,jnlp
仮定,を,支持する,jnlp
格,に,用いられる,jnlp
制限,が,用いられる,jnlp
エントリー,から,作成する,jnlp
エントリー,を,作成する,jnlp
制限,が,利用出来る,jnlp
感動詞,が,連続する,jnlp
なし,で,連続する,jnlp
とも,に,失敗する,jnlp
解析,が,失敗する,jnlp
方式,を,用いる,jnlp
解析,が,誤る,jnlp
句,が,抽出される,jnlp
構造,を,比較する,jnlp
曖昧性,が,解消できない,jnlp
次,に,出現する,jnlp
中,に,出現する,jnlp
類義語,から,する,jnlp
1.5501,と,予測される,jnlp
ベクトル,を,作成する,jnlp
語義,を,求める,jnlp
事物,を,指す,jnlp
事物,を,指す,jnlp
表現,を,含める,jnlp
リスト,に,含める,jnlp
重複,が,ある,jnlp
扱い,を,決めない,jnlp
手法,で,利用する,jnlp
素性,が,調査する,jnlp
性能,に,寄与する,jnlp
度合い,を,調査する,jnlp
情報,が,貢献する,jnlp
こと,が,分かる,jnlp
定義,に,従う,jnlp
要約,を,する,jnlp
中心,と,する,jnlp
パターン,を,提案する,jnlp
発話,を,する,jnlp
対象,と,する,jnlp
実験,を,通す,jnlp
研究,で,提案する,jnlp
性,を,確認する,jnlp
実験,を,通す,jnlp
手段,と,なる,jnlp
こと,を,示す,jnlp
単語,が,付与する,jnlp
語義,に,付与する,jnlp
コーパス,で,共起する,jnlp
最短距離,に,基づく,jnlp
尤度,に,変換する,jnlp
こと,を,する,jnlp
目的,と,する,jnlp
ニフティー,で,用いる,jnlp
郎,を,用いる,jnlp
此処,から,抽出する,jnlp
用例,を,抽出する,jnlp
物,を,抽出する,jnlp
際,に,用いる,jnlp
語,が,ある,jnlp
関係,に,ある,jnlp
学習,に,用いる,jnlp
記事,が,含まれる,jnlp
言語,が,作成する,jnlp
対訳,で,作成する,jnlp
グループ,を,作成する,jnlp
グループ,から,持つ,jnlp
スコア,を,持つ,jnlp
物,を,用いる,jnlp
知識,を,自動構築する,jnlp
前者,に,比べる,jnlp
言語,が,なる,jnlp
対象,と,なる,jnlp
カバレッジ,が,下がらない,jnlp
中,に,出現しない,jnlp
対象,と,なる,jnlp
訳,が,残る,jnlp
可能性,が,ある,jnlp
部,で,扱う,jnlp
文章,に,言い換えたい,jnlp
テキスト,に,現れる,jnlp
表現,に,変更する,jnlp
文章,に,言い替える,jnlp
状態,に,適する,jnlp
文章,に,言い換えたい,jnlp
テキスト,を,収集する,jnlp
テキスト,に,現れる,jnlp
表現,に,変更する,jnlp
状態,に,適する,jnlp
文章,に,言い替える,jnlp
次,に,考える,jnlp
テキスト,を,利用する,jnlp
部,に,利用する,jnlp
文体,に,変更する,jnlp
文章,に,変更したい,jnlp
テキスト,を,集める,jnlp
其れ,を,利用する,jnlp
こと,で,言い替える,jnlp
文章,に,言い替える,jnlp
テキスト,を,集める,jnlp
其れ,を,利用する,jnlp
部,に,利用する,jnlp
文章,に,言い替える,jnlp
文章,に,言い替える,jnlp
方,が,読み易い,jnlp
文章,を,集める,jnlp
其れ,を,利用する,jnlp
部,に,利用する,jnlp
文章,に,言い替える,jnlp
関係,が,使う,jnlp
関係,で,使う,jnlp
必要,が,ある,jnlp
テキスト,を,集める,jnlp
其れ,を,用いる,jnlp
部,に,用いる,jnlp
文章,に,言い替える,jnlp
其々,に,適する,jnlp
集合,を,収集する,jnlp
其れ,を,用いる,jnlp
部,に,用いる,jnlp
情報,を,扱う,jnlp
存在,を,する,jnlp
前提,と,する,jnlp
手法,が,用いられる,jnlp
以下,に,示す,jnlp
手順,を,示す,jnlp
類似性,に,基づく,jnlp
こと,が,知られる,jnlp
獲得,を,一般化する,jnlp
問題,と,見なす,jnlp
方法,を,拡張する,jnlp
言い替え,を,獲得出来る,jnlp
可能性,が,ある,jnlp
手法,で,獲得する,jnlp
言い換え表現,を,作成する,jnlp
手作業,で,作成する,jnlp
概念,が,言い換えられる,jnlp
率,を,評価する,jnlp
例,を,上げる,jnlp
の,を,含む,jnlp
中,から,サンプリングする,jnlp
ペア,を,サンプリングする,jnlp
実験,を,行う,jnlp
筆者,を,含まない,jnlp
判定,を,行う,jnlp
以上,が,支持する,jnlp
結果,を,使用する,jnlp
率,を,示す,jnlp
概念,と,判定される,jnlp
パターン,に,当てはまらない,jnlp
語,と,含む,jnlp
イディオム,を,含む,jnlp
推定,を,行う,jnlp
感情,が,推定される,jnlp
値,を,する,jnlp
ベクトル,と,する,jnlp
パラメーター,を,計算する,jnlp
単体,に,付与される,jnlp
値,を,表現する,jnlp
値,を,表現する,jnlp
属性,を,或る,jnlp
値,が,占める,jnlp
方法,を,表現する,jnlp
こと,を,表現する,jnlp
モデル,を,用いる,jnlp
枠組み,を,考案する,jnlp
枠組み,に,基づく,jnlp
システム,を,提出する,jnlp
方法,と,思われる,jnlp
活用形,が,誤る,jnlp
適用,を,提案する,jnlp
候補,を,獲得する,jnlp
ステップ,が,省略される,jnlp
インスタンス,に,付与する,jnlp
スコア,を,付与する,jnlp
形,に,なる,jnlp
行列,を,する,jnlp
m,と,する,jnlp
PMI,を,用いる,jnlp
全自動,で,収集する,jnlp
用例,を,使う,jnlp
可能性,が,ある即ち,jnlp
情報,を,教示する,jnlp
必要,と,ならない,jnlp
タグ,を,付与する,jnlp
データ,が,なる,jnlp
必要,と,なる,jnlp
解消,に,当てる,jnlp
焦点,を,当てる,jnlp
効率化,を,図る,jnlp
構造,に,対応する,jnlp
用例,を,する,jnlp
一纏め,に,する,jnlp
こと,で,目指す,jnlp
コスト削減,を,目指す,jnlp
関係,に,ある,jnlp
性,が,ある,jnlp
論文,で,扱う,jnlp
手法,を,拡張する,jnlp
処理,を,役立てる,jnlp
解析,に,役立てる,jnlp
情報,が,付与される,jnlp
問題,を,解決する,jnlp
ベース,で,解決する,jnlp
問題,を,解決する,jnlp
手掛かり,を,利用するだけ,jnlp
問題,を,解決する,jnlp
こと,を,示す,jnlp
文中,に,ある,jnlp
語,が,ある,jnlp
幅,を,広げる,jnlp
正解,と,なる,jnlp
可能性,が,ある,jnlp
例文,を,訓練データ,jnlp
訓練データ,と,なり得る,jnlp
其れ,に,続く,jnlp
行動,から,成るStep1,jnlp
タイプ,を,導出する,jnlp
プラン,を,生成する,jnlp
属性,を,選び出す,jnlp
中,で,確定する,jnlp
値,が,確定する,jnlp
物,を,除く,jnlp
属性,に,注目する,jnlp
条件,を,満たす,jnlp
行動,から,成る,jnlp
プラン,を,生成する但し,jnlp
属性,が,異なる,jnlp
対象,に,なる,jnlp
物,と,する,jnlp
関係,を,表す,jnlp
中,に,述べるや,jnlp
意見,を,述べるや,jnlp
中,に,聞く,jnlp
話,を,聞く,jnlp
関係,が,聞く,jnlp
意見,を,述べるや,jnlp
話,を,聞く,jnlp
知識,を,獲得する,jnlp
前後関係,を,表す,jnlp
後,に,開く,jnlp
会見,を,開く,jnlp
会見,を,開く,jnlp
知識,を,獲得する,jnlp
知識,を,用いる,jnlp
ベクトル,から,行う,jnlp
マップ,に,基づく,jnlp
インデキシング,を,行う,jnlp
増加,に,伴う,jnlp
時間,が,増加する,jnlp
実験,を,行う,jnlp
要素,が,表す,jnlp
要素,が,表す,jnlp
表現,を,呼ぶ,jnlp
型,と,呼ぶ,jnlp
要素,が,包含する,jnlp
要素,を,包含する,jnlp
フレーム,を,対応する,jnlp
こと,を,する,jnlp
目的,と,する,jnlp
フレーム,が,構築される,jnlp
フレーム,が,与えられる,jnlp
フレーム,を,選択する,jnlp
フレーム,に,含まれる,jnlp
同士,を,対応付ける,jnlp
必要,が,ある,jnlp
1,に,示す,jnlp
例,を,示す,jnlp
2,が,与えられる,jnlp
中,から,選択される,jnlp
1,が,選択される,jnlp
格,に,対応付けられる,jnlp
例,を,"挙げる
",jnlp
成分,を,作る,jnlp
毎,に,分割する,jnlp
カテゴリー,を,与える,jnlp
従属節,が,注意する,jnlp
主語,を,持つか,jnlp
項,と,定義する,jnlp
IDF,を,改良する,jnlp
重要度,を,算出する,jnlp
手法,で,提案する,jnlp
重要度,が,変化する,jnlp
IDF,と,異なる,jnlp
文,に,出現する,jnlp
値,が,なる,jnlp
対象,と,なる,jnlp
其れ,より,出現する,jnlp
文,に,出現する,jnlp
名詞,が,含まれる,jnlp
文,に,出現する,jnlp
名詞,が,含まれる,jnlp
其れ,を,省略する,jnlp
こと,で,なる,jnlp
欠落,が,なる,jnlp
危険,が,ある,jnlp
名詞,を,含む,jnlp
元,に,なる,jnlp
事前,に,翻訳される,jnlp
訳,を,利用する,jnlp
独立,に,翻訳される,jnlp
語彙,が,異なる,jnlp
システム,が,出力する,jnlp
スコア,が,与えられる,jnlp
訳,を,用いる,jnlp
比較,を,"行う
",jnlp
研究,を,紹介する,jnlp
タイプ,が,利用できるか,jnlp
章,で,述べる,jnlp
考え方,を,する,jnlp
基,に,する,jnlp
手法,を,用いる,jnlp
結果,を,示す,jnlp
例,を,示す,jnlp
尺度,を,使う,jnlp
規則,に,基づく,jnlp
精度,で,検出出来る,jnlp
分割,を,検出出来る,jnlp
人手,で,修正される,jnlp
コーパス,に,残る,jnlp
尺度,と,比べる,jnlp
化,に,役立つ,jnlp
こと,を,示す,jnlp
コーパス,が,される,jnlp
必要,と,される,jnlp
関係,が,存在する,jnlp
多義,が,存在する,jnlp
文,に,内包される,jnlp
情緒,を,判定する,jnlp
情報,が,欠ける,jnlp
タグ,を,付与する,jnlp
タイミング,が,異なる,jnlp
問題,と,なる,jnlp
対話,を,する,jnlp
対象,と,する,jnlp
こと,が,望まれる,jnlp
互い,に,絡み合う,jnlp
観点,から,行う,jnlp
必要,が,ある,jnlp
研究,を,踏まえる,jnlp
そこ,で,使用される,jnlp
観点,から,比較分析する,jnlp
表現,が,使われる,jnlp
仮説,を,設ける,jnlp
間,で,理解しにくさ,jnlp
差,が,あるか,jnlp
間,に,あるか,jnlp
語意,が,表す,jnlp
類似度,を,用いる,jnlp
規則,に,照らし合わせる,jnlp
関係,が,ある,jnlp
以下,で,述べる,jnlp
表現,を,生成する,jnlp
パターン,が,ある,jnlp
例,が,示す,jnlp
順,に,配列される,jnlp
特徴,を,表す,jnlp
列,が,配列される,jnlp
情報,を,用いる,jnlp
率,が,得られる,jnlp
情報,を,用いる,jnlp
時,に,得られる,jnlp
率,が,得られる,jnlp
率,を,得る,jnlp
こと,を,考慮する,jnlp
情報,を,用いる,jnlp
精度,が,得られる,jnlp
こと,が,期待出来る,jnlp
情報,を,用いる,jnlp
文字列,に,基づく,jnlp
傾向,を,示す,jnlp
単語,を,用いる,jnlp
必要,が,ある,jnlp
解析,を,行なう3節,jnlp
上,で,行う,jnlp
処理,を,行う,jnlp
処理,を,避ける,jnlp
解釈,を,求める,jnlp
処理,を,避ける,jnlp
等価,と,見なす,jnlp
森,を,呼ぶ,jnlp
グラフ,と,呼ぶ,jnlp
圧縮,を,する,jnlp
実現,を,示す,jnlp
付録,に,示す,jnlp
コメント,を,下さる,jnlp
様,に,感謝致す,jnlp
5,に,示す,jnlp
もと,に,考察する,jnlp
遣り取り,から,示す,jnlp
子供,が,示す,jnlp
反応,を,示す,jnlp
こと,が,分かる,jnlp
%,を,占める,jnlp
発言,が,持つ,jnlp
影響力,を,持つ,jnlp
こと,を,示唆する,jnlp
感情,が,結び付く,jnlp
関係性,が,ある,jnlp
こと,が,示される,jnlp
行為,と,結び付く,jnlp
対象,と,なる,jnlp
コーパス,を,取得する,jnlp
抽出,を,行う,jnlp
手法,を,提案する,jnlp
口語,を,含む,jnlp
有効性,を,示す,jnlp
情報,から,伝える,jnlp
印象,を,伝える,jnlp
オノマトペ,を,作る,jnlp
オノマトペ,が,創出される,jnlp
記載,が,ある,jnlp
オノマトペ,を,網羅する,jnlp
標準偏差,を,見る,jnlp
性能,を,示す,jnlp
こと,が,分かる,jnlp
低下,が,見られる,jnlp
全員,に,質問する,jnlp
形式,で,質問する,jnlp
満足度,に,加える,jnlp
教師,が,検索する,jnlp
結果,を,利用する,jnlp
ner,を,評価する,jnlp
我々,が,する,jnlp
対象,と,する,jnlp
ner,を,適用する,jnlp
結果,を,修正する,jnlp
セット,を,作成する,jnlp
ロケーション,と,される,jnlp
此れ,を,用いる,jnlp
ner,を,評価する,jnlp
解釈,を,合成する,jnlp
全体,で,得る,jnlp
解釈,を,得る,jnlp
解釈,を,生成しない,jnlp
可能性,が,ある,jnlp
等,を,保持する,jnlp
同時,に,保持する,jnlp
以降,へ,読み進む,jnlp
処理,を,模倣する,jnlp
テストデータ,を,入力する,jnlp
システム,に,入力する,jnlp
対象,と,する,jnlp
発話,に,関わる,jnlp
人物,が,表す,jnlp
規範,を,整合,jnlp
こと,を,示唆する,jnlp
分類,を,導く,jnlp
達成,に,向かう,jnlp
相,を,言う,jnlp
時間,を,追う,jnlp
同時,に,言及される,jnlp
必要,が,ある,jnlp
後,と,なる,jnlp
中,に,含める,jnlp
アスペクト,を,分類する,jnlp
広がり,を,持たない,jnlp
其れ,に,関連する,jnlp
セット,に,存在する,jnlp
こと,が,齎す,jnlp
結果,を,齎す,jnlp
態度,を,分類する,jnlp
仮説,を,立てる,jnlp
実際,に,加える,jnlp
有効性,を,示す,jnlp
カテゴリー,を,設定しない,jnlp
こと,を,仮定する,jnlp
議論,が,区別できず,jnlp
相互,に,混在する,jnlp
体系,に,基づく,jnlp
分析,を,行う,jnlp
群,から,獲得する,jnlp
表,を,獲得する,jnlp
こと,を,試みる,jnlp
tsvm,を,用いる,jnlp
精度,を,検証する,jnlp
tsvm,が,機能する,jnlp
こと,を,確認する,jnlp
精度,を,向上させる,jnlp
比,を,推定する,jnlp
分布,を,推測するか,jnlp
つ,と,なる,jnlp
率,を,得る,jnlp
精度,を,得る,jnlp
タグ,から,なる,jnlp
表,を,抽出する,jnlp
例,を,獲得できるか,jnlp
導入,が,なる,jnlp
課題,と,なる,jnlp
抽出,を,行う,jnlp
精度,が,得られる,jnlp
可能性,が,ある,jnlp
ワシントン,で,開かれる,jnlp
タグ,を,する,jnlp
出力,と,する,jnlp
等,が,関連する,jnlp
根拠,を,示す,jnlp
表現,に,関連する,jnlp
文,に,現れる例7,jnlp
説明,を,する,jnlp
タグ,を,出力する,jnlp
16,に,与えられる,jnlp
等,を,する,jnlp
正解,と,する,jnlp
文,が,終わる,jnlp
必要,が,ある,jnlp
コーパス,を,増やす,jnlp
予測,に,基づく,jnlp
候補,を,選ぶ,jnlp
物,を,呼ぶ,jnlp
候補,と,呼ぶ,jnlp
候補,が,存在する,jnlp
率,を,保証する,jnlp
付与,を,目指す,jnlp
分類,に,向ける,jnlp
実験,を,試みる,jnlp
フィードバック,を,行う,jnlp
学習者,に,犯させない,jnlp
誤り,を,犯させない,jnlp
学習者,に,促す,jnlp
学習,を,促す,jnlp
例文,を,分類する,jnlp
タイプ,に,付与する,jnlp
タグ,を,付与する,jnlp
学習者,を,支援する,jnlp
ツール,と,なり得る,jnlp
タグ,を,付与する,jnlp
分類,を,行う,jnlp
作業,を,行う,jnlp
人手,に,頼らない,jnlp
人間,が,行う,jnlp
付与,を,行う,jnlp
問題,を,軽減し得る,jnlp
物,が,認知される,jnlp
道,を,開く,jnlp
研究,が,発展する,jnlp
可能性,を,秘める,jnlp
解析,を,行う,jnlp
必要,が,ある,jnlp
精度,で,解析できない,jnlp
こと,が,確認される,jnlp
文,を,する,jnlp
はじめ,と,する,jnlp
テキスト,を,する,jnlp
対象,と,する,jnlp
辞書,を,作成する,jnlp
必要,が,ある,jnlp
必要,と,なる,jnlp
コーパス,を,整備する,jnlp
解析,を,行う,jnlp
社会,を,迎える,jnlp
需要,を,満たすだけ,jnlp
側面,に,向ける,jnlp
目,を,向ける,jnlp
必要性,が,高まる,jnlp
人,が,移る,jnlp
中,から,選択する,jnlp
つ,を,選択する,jnlp
行動,に,移る,jnlp
過程,を,経る,jnlp
側面,に,着目する,jnlp
選択肢,を,選択する,jnlp
不満,を,感じる,jnlp
要素,を,発見する,jnlp
重み,を,示す,jnlp
4,に,示す,jnlp
ノード,に,与えられる,jnlp
重み,と,共有される,jnlp
負,と,なる,jnlp
数,が,増える,jnlp
ペナルティー,が,増加する,jnlp
値,に,依存する,jnlp
数,に,応じる,jnlp
関係,に,ある,jnlp
仮説,を,支持する,jnlp
率,を,変化させる,jnlp
F値,を,測定する,jnlp
コーパス,から,作成する,jnlp
物,を,利用する,jnlp
率,が,指定する,jnlp
割合,に,なるまで,jnlp
率,が,指定する,jnlp
割合,に,なるまで,jnlp
グラフ,に,示す,jnlp
我々,が,利用する,jnlp
品質,が,英日,jnlp
とも,に,向上する,jnlp
コーパス,に,比べる,jnlp
余地,を,残す,jnlp
為,と,推測出来る,jnlp
コーパス,から,学習する,jnlp
品質,が,向上する,jnlp
コーパス,に,適用する,jnlp
方式,を,適用する,jnlp
品質,が,下がる,jnlp
方式,と,いえる,jnlp
分割,が,あるか,jnlp
結果,に,あるか,jnlp
影響,が,あるか,jnlp
係数,を,用いる,jnlp
彼,が,調べる,jnlp
図書館,で,調べる,jnlp
例,を,用いる,jnlp
フレーム,を,用いる,jnlp
こと,を,考える,jnlp
例,に,合致する,jnlp
},で,調べる,jnlp
群,に,マッチする,jnlp
格,と,解釈,jnlp
フレーム,を,用いる,jnlp
構文,を,取る,jnlp
こと,が,分かる,jnlp
対,を,並べる,jnlp
順番,に,並べる,jnlp
対,を,取得する,jnlp
方式,を,用いる,jnlp
項,を,付与する,jnlp
項,を,付与される,jnlp
項,を,付与出来る,jnlp
類似度,と,する,jnlp
論文,で,提案する,jnlp
我々,が,提案する,jnlp
有用性,を,評価する,jnlp
実際,に,なる,jnlp
高齢者,が,なる,jnlp
主体,と,なる,jnlp
発話,が,収集できるか,jnlp
分析,で,用いる,jnlp
4,に,示す,jnlp
方法,で,収集する,jnlp
発話,を,収集する,jnlp
タグ,を,付与する,jnlp
応答,に,含まれる,jnlp
発話,が,含まれる,jnlp
タグ,を,付与する,jnlp
結果,を,示す,jnlp
5,に,示す,jnlp
論文,で,提案する,jnlp
発話,を,収集する,jnlp
5,が,示す,jnlp
高齢者,が,なる,jnlp
主体,と,なる,jnlp
論文,で,提案する,jnlp
方法,を,適応する,jnlp
論文,で,提案する,jnlp
教示,を,用いる,jnlp
高齢者,が,なる,jnlp
主体,と,なる,jnlp
状態,を,表す,jnlp
こと,が,示される,jnlp
学習歴,が,ある,jnlp
大学,に,在籍する,jnlp
背景,を,持つ,jnlp
被験者,に,提示する,jnlp
作文,を,実施する,jnlp
此れ,を,呼ぶ,jnlp
作文,と,呼ぶ,jnlp
データ,を,収集する,jnlp
作文,を,推敲する,jnlp
話者,が,推敲する,jnlp
文,と,呼ぶ,jnlp
文意,を,変更せず,jnlp
訂正,を,行う,jnlp
推敲,で,訂正される,jnlp
応答,に,用いる,jnlp
こと,を,試行する,jnlp
種,と,なる,jnlp
語,を,選定する,jnlp
文,から,至る,jnlp
文,に,至る,jnlp
文,に,含まれる,jnlp
場合,に,加点する,jnlp
流れ,を,漏れない,jnlp
生成,を,期待出来る,jnlp
判定,を,行う,jnlp
候補,を,探索する,jnlp
文,から,至る,jnlp
文,に,至る,jnlp
文,に,絞り込む,jnlp
