n,p,v,corpus
事例,を,考える,ted
情報,を,受け取り,ted
アート,を,やってるだけ,ted
銀行,が,提供する,ted
サービス,を,合わせる,ted
ドル,で,暮らす,ted
人,に,合わせる,ted
層,を,取る,ted
身,に,取る,ted
流線型,を,取る,ted
ucla,で,する,ted
大学生,に,する,ted
講義,を,する,ted
腑,に,落ちない,ted
等,が,する,ted
何,を,する,ted
批判,を,する,ted
耳,に,する,ted
PISA,で,出す,ted
批判,を,する,ted
ペッパー,を,飲む,ted
其れ,を,使う,ted
達,から,届く,ted
ビデオ,が,届く,ted
会社,を,"立ち上げ
",ted
モーター,で,移動する,ted
サンプル,を,取るなんて,ted
原子炉,から,取るなんて,ted
自分,で,見付ける,ted
キャンペーン,を,遣る,ted
点,から,見る,ted
誌,に,書く,ted
話,を,書く,ted
症状,が,表れる,ted
前,に,突き止める事,ted
変化,を,突き止める事,ted
電力,が,走る,ted
事情,で,なる,ted
アンテナ,に,なる,ted
上,で,コメントする,ted
話,を,メールする,ted
冗談,を,送る,ted
親戚,に,当たる,ted
映画,に,なるです,ted
危険,が,迫る,ted
占い,を,始める,ted
者,で,言う,ted
者,で,造語する,ted
量子,が,ある,ted
存在,が,ある,ted
名前,と,関係する,ted
概念,に,逃れられない,ted
リスク,を,高める,ted
子供,が,診断される,ted
障害,と,診断される,ted
癇癪,を,起こす,ted
物,に,なる,ted
貨幣,を,費やす,ted
財宝,を,求める,ted
世界,を,探検する,ted
フィールド,が,示す,ted
此処,で,示す,ted
脳,を,魅了する,ted
仕組み,を,持つ,ted
為,に,広げる,ted
アイデア,に,感謝する,ted
切り張り,が,出来る,ted
進める,と,言い聞かせる,ted
自分,に,言い聞かせる,ted
中,で,発展する,ted
歌,を,弾く,ted
流れ,を,止める,ted
貴方,が,答えられる,ted
質問,に,答えられる,ted
恥,を,かくだけ,ted
大学,へ,行ってない,ted
作業,に,掛かる,ted
想像力,を,取り戻す,ted
システム,が,麻痺する,ted
価格,に,設定する,ted
改善,を,図る,ted
表面,に,ある,ted
気候,に,及ぼす,ted
影響,を,及ぼす,ted
差,が,見られる,ted
スイッチ,が,引っ掛かる,ted
手前,で,引っ掛かる,ted
其れ,を,行う,ted
専門,に,行う,ted
制度,を,作る,ted
歴史,が,相対する,ted
援助,に,相対する,ted
プラットフォーム,を,使う,ted
父親,が,晴らすか,ted
言動,で,晴らすか,ted
鬱憤,を,晴らすか,ted
作品,を,見る,ted
児童書,を,連想する,ted
傾向,に,ある,ted
繋がり,を,理解する,ted
表現,を,借りる,ted
人,を,招待する,ted
研究所,に,招待する,ted
遣り方,を,分かる,ted
損失,を,齎す,ted
中,に,放出する,ted
熱,を,放出する,ted
現象,を,引き起こす,ted
都会,が,近接する,ted
問題,が,ある,ted
窓,が,開けられない,ted
ビル,に,居られない,ted
システム,が,再起動するまで,ted
効果,を,扱う,ted
此処,から,辿る,ted
通り,を,辿る,ted
此処,に,いる,ted
日,に,稼ぐ,ted
時点,で,進む,ted
こと,を,しない,ted
言語,が,ある,ted
こと,を,話す,ted
さん,に,祝福ある,ted
耳,に,入る,ted
雑音,から,"わかるでしょう
",ted
為,に,化粧する,ted
自分,が,作る,ted
メッセージ,を,投稿する,ted
Facebook,に,投稿する,ted
政府,が,使うこんな,ted
住宅,を,建てるほど,ted
ポンド,を,ご送金下さる,ted
経由,で,ご送金下さる,ted
選択肢,を,考える,ted
等,が,知りたい,ted
私,に,知りたい,ted
物議,を,醸し出す,ted
そこ,で,生み出す,ted
ユーザー,が,引き起こす,ted
ウェブサイト,に,仕掛ける,ted
匿名性,が,持つ,ted
遊ぶ,に,熱中する,ted
子供達,に,支持される,ted
習性,を,紹介する,ted
時,と,する,ted
サブカルチャー,を,巡る,ted
平等,を,求める,ted
奴,に,出す,ted
ちょっかい,を,出す,ted
爪,で,追い払っちゃうよバーン,ted
こと,を,研究する,ted
キュレーター,に,なる,ted
私,が,注ぐ,ted
情熱,を,注ぐ,ted
テーマ,で,開く,ted
展覧会,を,開く,ted
装置,を,通す,ted
一部,を,作成される,ted
元,に,作成される,ted
明かり,を,付ける,ted
物,を,作る,ted
氏,を,ご紹介する,ted
データ,が,ある,ted
林檎,を,育てる,ted
前,に,比べ減る,ted
こと,に,異なる,ted
キー,を,採用しない,ted
会社,が,使う,ted
キー,を,使う,ted
此れ,が,組み込む,ted
特性,を,組み込む,ted
形状,に,組み込む,ted
人,が,いる,ted
鳴き声,を,学ぶ,ted
鳴き声,を,発展させる,ted
個体,を,見分ける,ted
家,に,ある,ted
質問,を,する,ted
内戦,を,抱える,ted
さん,が,知る,ted
オゾン層,を,破壊する,ted
上層,に,導入する,ted
美術館,が,計画する,ted
物,で,伝える,ted
理解,を,伝える,ted
大衆,に,伝える,ted
ショウジョウバエ,を,扱う,ted
何,が,できるか,ted
貝殻,に,触発される,ted
人,が,利用出来る,ted
構造,を,作る,ted
ウイルス,を,プログラムする,ted
進化,を,通す,ted
遺伝子,を,選択する,ted
ウイルス,を,生み出す,ted
学び,を,助ける,ted
患者,を,助ける,ted
イメージ,に,反する,ted
関数,が,出来る,ted
此れ,が,出来上がる,ted
哺乳類,を,する,ted
状態,に,する,ted
方法,を,発見する,ted
ゲーリー,を,呼ぶ,ted
影響,から,離れる,ted
ウクライナ,を,離れる,ted
アメリカ,に,移住する,ted
家族,で,滞在する,ted
硬貨,を,見付ける,ted
自分,が,なる,ted
記憶,を,回想する,ted
其れ,を,留める,ted
心,に,留める,ted
意味,を,伝える,ted
貴方,が,作る,ted
エンジニア,で,作る,ted
車,を,作る,ted
徐々,に,経る,ted
ステップ,を,経る,ted
物,に,成長させる,ted
其れ,で,同情する,ted
局,が,行う,ted
監視,が,行なわれる,ted
個人情報,を,集める,ted
こと,を,する,ted
私,に,限る,ted
自分,が,遣る,ted
其れ,が,なる,ted
頼り,に,される,ted
話,を,覚える,ted
隣人,が,飲む,ted
酒,を,飲む,ted
妻,に,上げる,ted
手,を,上げる,ted
酒,に,溺れる,ted
ハイキング,に,出掛ける,ted
声,に,傾ける,ted
耳,を,傾ける,ted
デイトナ,で,見る,ted
レース,を,見る,ted
眠り,を,追い払う,ted
頭,から,追い払う,ted
等,が,作成する,ted
事柄,を,分けたい,ted
つ,に,分けたい,ted
ちゃん,を,さらさない,ted
風,に,さらさない,ted
施設,を,出る,ted
社会,に,適応する,ted
大砲,を,作る,ted
幽霊,から,演じる,ted
其れ,を,知る,ted
横,に,書かれる,ted
歴,に,つまづかされる,ted
パン,を,味わう,ted
国,が,"助成するべきです
",ted
時代,に,記録される,ted
BERT,を,取り上げる,ted
時代,に,記録される,ted
BERT,を,取り上げる,ted
頃,から,始める,ted
電卓,を,持つ,ted
私達,が,気付く,ted
間,に,勝ち取る,ted
認識,を,勝ち取る,ted
私達,が,享受する,ted
物,を,返す,ted
世代,に,返す,ted
冒険,から,始まる,ted
負け軍,に,ならない,ted
範囲,で,出来る,ted
こと,を,する,ted
時点,で,ある,ted
テープ,が,ある,ted
内,で,提供する,ted
声,を,提供する,ted
他,に,あるでしょうか,ted
何,が,あるでしょうか,ted
脱北者,で,住む,ted
米国,に,住む,ted
北朝鮮,で,経験する,ted
人生,を,歩み始める,ted
マレ,に,現れる,ted
ハウス,が,後退する,ted
年間,に,渡る,ted
自由,が,後退する,ted
年,で,機能する,ted
witricity,が,取り付ける,ted
裏,に,取り付ける,ted
こと,に,加える,ted
大国,が,持つ,ted
発言権,を,持つ,ted
こと,に,気付く,ted
発言権,を,持つ,ted
年,に,公布される,ted
公民権,を,認められる,ted
状態,で,探りある,ted
可能性,を,探りある,ted
上,に,ある,ted
生命,が,する,ted
必要,と,する,ted
物,と,平行する,ted
物,を,する,ted
必要,と,する,ted
其れ,が,許される,ted
各地,で,起きる,ted
こと,を,言う,ted
同僚,が,言う,ted
朝,に,始まる,ted
等,に,尋ねる,ted
物事,を,乗り越える,ted
必要,が,ある,ted
目,で,見詰める,ted
私,を,見詰める,ted
ルール,に,従う,ted
海,を,渡る,ted
物,が,足りない,ted
教育,に,向ける,ted
目,を,向ける,ted
資源,を,集中する,ted
重要性,を,理解出来る,ted
教育,が,行われる,ted
必要,が,ある,ted
活力,を,支えない,ted
全て,を,扱う,ted
一律,に,扱う,ted
こと,を,共有すべし,ted
結果,が,なる,ted
其れ,に,伴う,ted
好奇心,を,支援する,ted
ラゴス,に,ある,ted
実績,を,比較する,ted
どちら,が,優れる,ted
指揮官,に,行く,ted
建築,が,引き立たせる,ted
音楽,を,引き立たせる,ted
椅子,を,通す,ted
地震,が,起きる,ted
貴方,と,なる,ted
こと,が,なる,ted
ストレス,が,増す,ted
習性,を,利用する,ted
蚊,を,駆逐する,ted
マラリア,を,根絶する,ted
研究,を,紹介する,ted
こと,が,上がる,ted
心拍数,が,上がる,ted
データ,を,用いる,ted
質,を,比較する,ted
質,を,比較する,ted
此れ,から,お話しする,ted
私,が,夢見る,ted
人生,を,通す,ted
野球場,に,建てる,ted
住宅,を,建てる,ted
iPod,が,現れる,ted
常識,を,覆す,ted
子,を,取り入れる,ted
移動,が,持つ,ted
意味,を,持つ,ted
故郷,が,ある,ted
年,を,取る,ted
健康,を,管理する,ted
活動,に,向け始める,ted
目,を,向け始める,ted
目,を,向ける,ted
此れ,に,受ける,ted
刺激,を,受ける,ted
私,から,聞く,ted
話,を,生かす,ted
世界,を,変える,ted
行動,を,促す,ted
こと,で,変わる,ted
試し,に,書く,ted
片,に,書く,ted
メッセージ,を,書く,ted
こと,を,知る,ted
間違い,を,する,ted
間違い,を,犯す,ted
問題,が,ある,ted
種,に,なる,ted
決断,を,する,ted
最初,と,変わらない,ted
旅,で,学ぶ,ted
真実,を,語る,ted
自分,を,表現する,ted
中,に,存在する,ted
物,を,する,ted
こと,が,分かる,ted
環境,を,変える,ted
環境,を,変える,ted
状況,で,いる,ted
常,に,いる,ted
会員,が,いる,ted
話題,が,取り上げられる,ted
問題,で,起こる,ted
供給,が,起こる,ted
提案,を,する,ted
川岸,を,舗装する,ted
歩道,に,織り込む,ted
歩道,を,織り込む,ted
中心地,に,織り込む,ted
川岸,に,ある,ted
空隙,を,欠ける,ted
メディナ,に,欠ける,ted
指摘,が,ある,ted
怪我,を,する,ted
変化率,が,分かる,ted
衛星,が,"分かるよ
",ted
位置,が,"分かるよ
",ted
数字,を,"使えるでしょう
",ted
基準,に,"使えるでしょう
",ted
人々,に,インタビューする,ted
森,を,作る,ted
森,を,作る,ted
共,に,齎す,ted
経済,に,齎す,ted
変革,を,齎す,ted
生活,を,変える,ted
経済,を,変える,ted
富裕層,を,台頭させる,ted
建設,を,考える,ted
機会,を,見送られる,ted
私,が,意欲的,ted
昇進,に,意欲的,ted
興味,を,示す,ted
子供,を,参加させる,ted
学校,に,参加させる,ted
傷,を,作る,ted
血,を,流す,ted
規制,が,なる,ted
辺,で,戻る,ted
本題,に,戻る,ted
全体,に,共通する,ted
一緒,に,行く,ted
研究所,に,行く,ted
木,に,囲まれる,ted
コンピューター,と,戦う,ted
アリゾナ,へ,教える,ted
スタッフ,で,教える,ted
肘,を,使う,ted
災害,が,起こる,ted
関心,が,高まる,ted
誰,が,管理する,ted
此れ,を,管理する,ted
家族,が,住む,ted
町,が,見舞われる,ted
竜巻,に,見舞われる,ted
復興,に,向ける,ted
指揮,を,取る,ted
達,が,復興する,ted
活動,に,取り組む,ted
儀式,を,見付ける,ted
過去,に,戻る,ted
居場所,を,探すべし,ted
問題,に,適用する,ted
季節,を,表す,ted
こと,を,考えるだけ,ted
可能性,を,する,ted
本当,に,する,ted
楽しみ,に,する,ted
コンファレンス,を,楽しむ,ted
写本,が,ある,ted
此処,に,ある,ted
我々,が,理解する,ted
生命,を,再定義する,ted
化学,が,再定義する,ted
世界観,が,する,ted
行動,が,変える,ted
考え方,を,変える,ted
状態,から,逃れる,ted
恥,が,影響する,ted
私達,に,影響する,ted
遣り方,に,影響する,ted
互い,を,見る,ted
見方,に,影響する,ted
必要,が,ある,ted
人,が,いる,ted
前屈み,に,なる,ted
私,を,突き回す,ted
顔色,を,見る,ted
互い,に,話し合う,ted
私,が,復旧する,ted
私,が,する,ted
皆,が,する,ted
執刀医,に,する,ted
ハイタッチ,を,する,ted
私,が,回復する,ted
担い手,と,なる,ted
芸術家,に,提供できないかです,ted
場所,を,提供できないかです,ted
皆,で,ある,ted
互い,に,共有する,ted
リスト,を,共有する,ted
物,が,ある,ted
メス,が,いない,ted
プロパガンダ,を,"意識すべきです
",ted
砂丘,を,変える,ted
建築,に,変える,ted
部品,を,故障する,ted
代わり,に,使う,ted
此れ,を,作る,ted
達,に,来たるべし,ted
工場,を,借りる,ted
一緒,に,学ぶ,ted
物,を,作る,ted
上,で,失敗する,ted
試作機,を,失敗する,ted
そこ,から,学ぶ,ted
教訓,を,学ぶ,ted
道路,を,走行する,ted
小道,を,進む,ted
末,に,出会す,ted
広場,に,出会す,ted
様子,を,表す,ted
両開き,で,表す,ted
読者,が,親しむ,ted
時,から,飛び出す,ted
絵本,に,親しむ,ted
油田,を,取材する,ted
最初,に,取材する,ted
穂軸,を,炭化する,ted
大学,を,建てる,ted
読み書き,が,できない,ted
ドル,で,建てる,ted
こと,を,する,ted
鯨,が,交信する,ted
域,で,なる,ted
源,に,なる,ted
音,が,集積する,ted
人,が,指摘する,ted
イメージ,を,変える,ted
人,が,登場する,ted
達,が,見る,ted
段階,で,見る,ted
欲望,が,対立する,ted
理想像,が,ある,ted
ワシントン,が,勝つ,ted
転換点,と,いえる,ted
本題,に,入る,ted
前,に,お見せしたい,ted
物,が,ある,ted
古く,から,生き続ける,ted
生物,を,お見せする,ted
割合,を,教える,ted
ページ,に,遭遇する,ted
世の中,と,繋がる,ted
テクノロジー,を,する,ted
前,に,する,ted
敬意,を,思い出させる,ted
世界,を,変える,ted
デモ,を,繰り広げる,ted
園,を,横切る,ted
建設,を,中止させる,ted
こと,を,知る,ted
バッチャ,が,問い掛ける,ted
平和,を,もたらすか,ted
指導者,を,無視する,ted
怪我,を,する,ted
療法,を,受ける,ted
途,に,つく,ted
成果,が,出るまで,ted
時間,が,掛かる,ted
運動,を,分かり易い,ted
ゲーム,に,変える,ted
方法,を,デモンストレーションする,ted
こと,を,伝える,ted
中,で,死ぬ,ted
状態,で,迎える,ted
終わり,を,迎える,ted
息,を,する,ted
彼女,を,抱き締める,ted
食材,から,摂取出来る,ted
カロリー,を,摂取出来る,ted
アミル,が,紹介する,ted
実験,が,触発する,ted
私達,を,触発する,ted
方法,が,ある,ted
こと,を,証明する,ted
気分,が,なる,ted
スライド,に,する,ted
訳,が,ある,ted
国際法,で,当たる,ted
犯罪,に,当たる,ted
バクテリア,を,探す,ted
旅,に,出る,ted
プラスチック,を,生分解する,ted
類,を,分解する,ted
二人,が,見付ける,ted
所,に,ある,ted
僕,に,言う,ted
細胞,に,引き継がれる,ted
細胞,を,守る,ted
ウイルス,から,守る,ted
お金,で,買う,ted
ノートン,が,話す,ted
為,に,使う,ted
お金,を,使う,ted
使い方,が,齎す,ted
人,に,齎す,ted
恩恵,を,齎す,ted
データ,を,お聞き下さる,ted
医療センター,で,上昇する,ted
患者,が,上昇する,ted
薬,を,併用する,ted
血糖,が,上昇する,ted
こと,を,示す,ted
木材,に,代える,ted
ロボット,が,する,ted
営み,に,燃やす,ted
本当,に,燃やす,ted
情熱,を,燃やす,ted
情熱,を,持つ,ted
遺伝子,を,起こる,ted
発想,から,起こる,ted
事業,で,説明する,ted
がん,を,説明する,ted
辞書,を,生み出す,ted
ハウス,で,雇う,ted
podium,を,使う,ted
一助,と,なる,ted
WEEE,と,呼ばれる,ted
実際,に,見える,ted
先,に,見える,ted
議論,が,交わされる,ted
周り,に,いる,ted
人,と,協力する,ted
共,に,する,ted
発明,を,する,ted
こと,で,なるです,ted
其れ,が,なるです,ted
人工衛星,で,行われる,ted
スキル,を,向上させない,ted
問題,に,対処する,ted
犯罪,を,暴露する,ted
正体,を,明かさず,ted
中,から,紹介する,ted
映像,を,紹介する,ted
重要性,を,示す,ted
身,を,持つ,ted
市場,へ,戻る,ted
パン屋,へ,戻る,ted
声,を,上げる,ted
問題,が,ある,ted
数々,を,お話す,ted
朝,から,始まる,ted
下,に,許す,ted
公,に,許す,ted
ストロマン,を,許す,ted
身,に,つける,ted
力,で,形作られる,ted
機会,を,得る,ted
情報,を,眺める,ted
物,を,見る,ted
何,を,するか,ted
批評家,を,黙らせる,ted
ミンスキー,が,描く,ted
見方,が,重視される,ted
肥満,を,治療する,ted
そこ,に,立つだけです,ted
目,を,閉じる,ted
型,を,取る,ted
湾,に,流れ込む,ted
皆殺し,に,する,ted
プランクトン,を,増殖させる,ted
従業員,が,いる,ted
熱気,に,溢れる,ted
此処,に,いる,ted
世界,を,変えられる,ted
さん,が,持ち帰る,ted
話,を,持ち帰る,ted
立場,に,なる,ted
考え,に,使う,ted
お金,を,使う,ted
こと,を,期待する,ted
助言者,を,得る,ted
助言者,を,得る,ted
助言者,を,得る,ted
こと,で,修正出来る,ted
変化,を,予測する,ted
方向,へ,修正出来る,ted
研究,が,注目されない,ted
水,で,出来る,ted
海,が,ある,ted
話,を,イメージ出来る,ted
中,で,イメージ出来る,ted
人,が,育てる,ted
研究室,で,育てる,ted
細胞,を,育てる,ted
取り組み,を,する,ted
何,を,求める,ted
変化,が,似る,ted
事,を,発見する,ted
翻訳,で,失われる,ted
情報,が,失われる,ted
以上,に,延びる,ted
ダニエル,を,ご紹介する,ted
其れ,に,答える,ted
此処,に,いる,ted
マウス,に,変える,ted
解答,を,求める,ted
行動,を,起こしたい,ted
道端,で,買う,ted
売人,が,売ってる,ted
本能,に,向かう,ted
環境,に,向かう,ted
其れ,を,乗り越える,ted
視界,が,妨げられない,ted
此れ,を,包み込む,ted
バイメタル,で,包み込む,ted
全体,を,覆う,ted
スクリーン,で,合わせる,ted
動き,に,合わせる,ted
精神,に,結び付く,ted
foxo,を,起動する,ted
DNA,に,行く,ted
自身,を,保護する,ted
能力,を,向上させる,ted
引き金,を,引く,ted
文明,が,開化する,ted
存在,から,成り立つ,ted
食べ物,で,ある,ted
イメージ,が,ある,ted
どこ,から,始める,ted
私,が,する,ted
任務,を,する,ted
共,に,する,ted
私,が,思う,ted
誇り,に,思う,ted
個,を,置く,ted
下,に,置く,ted
フィルター,を,"通すだけです
",ted
こと,を,する,ted
意味,が,あるか,ted
私,が,挑戦する,ted
ロッククライミング,に,挑戦する,ted
何,を,歌ってる,ted
種,を,まく,ted
中,に,まく,ted
箱,から,育つか,ted
原生林,が,育つか,ted
科学,に,基づく,ted
分析,が,行われる,ted
全て,が,導く,ted
結論,を,導く,ted
理由,が,ある,ted
こと,に,ある,ted
パスポート,を,見せる,ted
人生,を,支える,ted
全員,を,満足させる,ted
人々,に,持たせる,ted
明,を,持たせる,ted
此処,で,遣る,ted
こと,を,紹介する,ted
茸,が,出す,ted
胞子,を,出す,ted
サイマティックス,で,可視化する,ted
音,を,可視化する,ted
そこ,で,行く,ted
所,へ,行く,ted
方,に,始める,ted
プロジェクト,を,始める,ted
手助け,と,なる,ted
協力,を,求める,ted
バビロン,を,征服する,ted
ベルシャザル,に,捕えられる,ted
奴隷,と,なる,ted
人,を,解放する,ted
論文,に,取り掛かる,ted
患者,に,受けさせる,ted
手術,を,受けさせる,ted
こと,を,選ぶ,ted
アドバイザー,に,就任する,ted
こと,を,する,ted
HIV,に,掛かる,ted
こと,を,ある,ted
理由,が,ある,ted
人,が,使用する,ted
デスクトップ,を,使用する,ted
時,に,リンクする,ted
問題解決,を,援助する,ted
PC,を,リンクする,ted
相互,に,リンクする,ted
コード,を,解読する,ted
職責,を,負う,ted
人口,を,抱える,ted
収入,が,ある,ted
データ,に,移る,ted
特許法,が,なる,ted
作品,から,作る,ted
障害,に,なる,ted
復興,に,従事させられる,ted
科学者,が,観察する,ted
資金,を,得る,ted
ロボット,を,作る,ted
此れ,を,検討する,ted
器具,が,通信する,ted
コンセント,と,通信する,ted
必要,が,ある,ted
こと,が,分かる,ted
精神,に,沿う,ted
為,に,行動する,ted
為,に,する,ted
何,を,する,ted
女子,で,選択する,ted
製図,を,選択する,ted
女子,で,選択する,ted
製図,を,選択する,ted
私,に,話す,ted
糞,を,運ぶ,ted
遺伝子,を,揃える,ted
細胞,に,移植する,ted
袋狼,を,生み出す,ted
さん,が,行く,ted
病院,に,行く,ted
治療,を,拒む,ted
貴方,に,強要する,ted
其れ,を,強要する,ted
自律,を,尊重する,ted
パーセント,から,渡る,ted
ロボット,を,作業出来る,ted
ウマ,が,作業出来る,ted
共,に,作業出来る,ted
木こり,が,存在する,ted
間,で,見られる,ted
こと,を,示す,ted
診断,を,受ける,ted
前,から,ある,ted
異常,が,ある,ted
診断,を,受ける,ted
前,から,ある,ted
異常,が,ある,ted
差,を,設ける,ted
成果,に,見張る,ted
目,を,見張る,ted
差,が,出る,ted
システム,が,変貌させるです,ted
景色,を,変貌させるです,ted
年,で,カンボシア,ted
場面,で,挿入する,ted
状況下,で,する,ted
媒体,で,する,ted
こと,を,する,ted
世界保健機関,を,する,ted
筆頭,に,する,ted
警告,が,発せられる,ted
そこ,で,感謝したい,ted
こと,に,感謝したい,ted
手,に,負う,ted
遣り方,で,説明する,ted
コンピューター,が,使うか,ted
電量,を,使うか,ted
分かる,に,なる,ted
道具,を,イメージ出来る,ted
形,を,変えられる,ted
状態,で,固まる,ted
こと,に,数か月経つ,ted
こと,が,起こる,ted
生態系,が,存在する,ted
内,に,刻み込む,ted
歴史,を,刻み込む,ted
分析,を,行う,ted
材料,を,作る,ted
手,で,作る,ted
データ,を,集められる,ted
援助,を,切り開く,ted
鍵,と,なる,ted
戦士,と,携える,ted
手,を,携える,ted
共,に,戦う,ted
不正,と,戦う,ted
嘘,を,つく,ted
上半身,を,動かさない,ted
例,を,上げる,ted
物,に,注意する,ted
多様性,が,なる,ted
浮き彫り,に,なる,ted
こと,が,起きる,ted
水,に,浮かぶ,ted
リアクター,を,作る,ted
氷,が,解け始める,ted
所,で,使う,ted
所,が,ある,ted
プリント,を,続けられる,ted
公開,が,続く,ted
観点,で,見る,ted
必要,が,ある,ted
問題,に,気付かない,ted
興隆,が,ある,ted
国,に,押し付ける,ted
変化,を,押し付ける,ted
人,を,変えたい,ted
状況,を,変える,ted
状況,を,変化させたい,ted
検査,で,落胆する,ted
HIV,に,感染する,ted
事,が,落胆する,ted
技術,が,進歩する,ted
利用,と,なる,ted
解決策,が,生み出される,ted
中,で,生み出される,ted
目,を,背けたいか,ted
最初,に,持つ,ted
飛行士,が,持ち帰る,ted
年齢,を,示す,ted
色,を,つける,ted
ペンキ,が,なる,ted
だま,に,なる,ted
場所,を,探す,ted
等,が,戦う,ted
溝,が,掘られる,ted
年,に,住む,ted
宮殿,に,住む,ted
練習,を,聞く,ted
人生,を,変える,ted
フェロモン,を,持つ,ted
ミリバンド,が,なる,ted
年,に,なる,ted
戦争,が,ある,ted
状態,に,ある,ted
娘,が,写る,ted
方,を,愛する,ted
Facebook,で,シェアする,ted
ポスター,を,作る,ted
メッセージ,で,作る,ted
遣り方,で,する,ted
返事,を,する,ted
伝達,が,愛する,ted
イラン,を,愛する,ted
イスラエル,を,愛する,ted
イスラエル,を,愛する,ted
コミュニティー,を,呼び起こす,ted
スペース,に,する,ted
価値,を,持つ,ted
さん,が,聞く,ted
物事,を,考え抜く,ted
道理,が,分かる,ted
現金,を,渡すだけ,ted
向上,を,支援できるか,ted
私達,が,支援できるか,ted
目標,に,出来る,ted
作用,を,利用する,ted
染料,を,使わず,ted
色,を,変えられる,ted
称号,を,使う,ted
小説,を,書く,ted
フィルム,を,制作する,ted
明かり,を,灯す,ted
変化,を,生む,ted
質感,を,意識する,ted
科学的根拠,に,基づく,ted
議論,が,できない,ted
根拠,と,する,ted
進化論,を,教える,ted
倒錯,に,走る,ted
インターネット,を,使う,ted
情報,が,得易い,ted
前,に,ある,ted
巨体,を,擦り抜ける,ted
スピード,で,操らない,ted
此れ,を,遣る,ted
何,が,起きる,ted
此処,で,お見せしたい,ted
インターフェース,を,お見せしたい,ted
ooz,と,言う,ted
zoo,を,綴る,ted
檻,が,存在する,ted
改革,を,試みる,ted
帰り道,に,合う,ted
誰,に,合う,ted
アニメーション,に,する,ted
コリンズ,が,恍ける,ted
最後,に,登場する,ted
戦争,を,嫌う,ted
考え,を,憎む,ted
赤ちゃん,が,する,ted
会話,を,する,ted
方,を,学ぶ,ted
問題,を,抱える,ted
道路,に,出る,ted
遺跡,で,発掘される,ted
素材,で,作られる,ted
人間,と,関わる,ted
時間,が,聞く,ted
経験,を,する,ted
経験,が,得られる,ted
楽譜,から,得られる,ted
さん,が,する,ted
目,に,する,ted
事実,を,突き付ける,ted
其れ,を,しない,ted
女王,に,しない,ted
首長,に,行く,ted
僕,に,教える,ted
物体,が,違う,ted
物体,に,変わる,ted
様子,を,表す,ted
一部,に,作る,ted
バックドア,を,作る,ted
アクセス,を,制御できない,ted
パターン,から,なる,ted
作品,を,作る,ted
他,に,する,ted
繋ぎ役,を,する,ted
海面,と,比較する,ted
遺伝子,が,高める,ted
特性,を,高める,ted
自分,を,ケアする,ted
時代,を,生きる,ted
同時,に,目指す,ted
構築,を,目指す,ted
大都市,と,呼ぶ,ted
等,が,結び付く,ted
こと,に,気付く,ted
罅割れ,が,ある,ted
辺り,に,ある,ted
カホッサ,が,ある,ted
等,が,負ける,ted
偏見,に,負ける,ted
収入,が,増える,ted
性,と,呼ばれる,ted
前,に,比べる,ted
前,に,比べる,ted
前,に,比べる,ted
排出量,を,減らす,ted
我々,が,開発する,ted
エネルギー,が,なる,ted
%,を,占める,ted
成果,を,生かす,ted
財産,が,戻る,ted
何,に,見える,ted
形,を,変える,ted
貧困,が,抱える,ted
壁,が,崩れ落ちる,ted
前,に,生まれ,ted
理念,が,生まれ,ted
間,に,広がる,ted
世界中,に,広がる,ted
此れ,を,利用する,ted
災害,で,崩れる,ted
施設内,に,送り込む,ted
ロボット,を,送り込む,ted
チェック,を,行わせる,ted
保全,を,する,ted
時,を,察知する,ted
作業,を,する,ted
中,に,作る,ted
モデル,を,作る,ted
自分,が,する,ted
間,で,する,ted
怒り,を,駆り立てる,ted
事,を,する,ted
音,が,聞こえる,ted
途中,で,混乱する,ted
ドル,で,売られ熊,ted
材料,に,なる,ted
後,に,調教される,ted
記事,が,ある,ted
大気,を,通す,ted
光源,を,見る,ted
階段,を,見る,ted
前,に,出版する,ted
必要,が,ある,ted
こと,に,使う,ted
テクノロジー,が,技術躍進する,ted
技術,が,する,ted
オープンソース,を,する,ted
考え方,が,なる,ted
作品,を,構成する,ted
要素,に,なる,ted
ユニホーム,を,着る,ted
少女,に,出会う,ted
立場,から,見る,ted
文化,を,扱う,ted
オンラインマガジン,を,目指す,ted
貴方,に,お話しする,ted
時点,で,受け入れない,ted
投資,を,受け入れない,ted
リンク,が,あるか,ted
此処,から,見える,ted
ブログ,より,ある,ted
車輪,を,使う,ted
諸国,を,取る,ted
例,に,取る,ted
常識,を,裏切る,ted
全員,が,理解する,ted
グラフ,を,理解する,ted
頭,に,刻み込む,ted
テクノロジー,が,整う,ted
選択肢,が,ある,ted
蚊,を,育てる,ted
野,に,放つ,ted
遺伝子,が,受け継がれる,ted
こと,を,期待する,ted
巻,で,なる,ted
セット,に,なる,ted
各々,を,扱わず,ted
巻,が,失われる,ted
場合,が,ある,ted
方,で,描く,ted
絵,を,描く,ted
物,を,得る,ted
外,から,得る,ted
為,に,取り組まない,ted
我々,が,取り組まない,ted
生産,を,する,ted
%,を,占める,ted
排出量,を,増加させる,ted
根拠,が,出る,ted
明るみ,に,出る,ted
点,で,異なる,ted
家賃,を,払う,ted
子供,に,言う,ted
此れ,から,置く,ted
此処,に,置く,ted
マシュマロ,を,置く,ted
店,を,畳む,ted
